x,y,dx,dy
11,18,3,-2
11,18,1,-1
12,21,-1,0
12,21,1,0
11,33,0,0
211,36,0,0
204,53,-21,-13
464,42,1,1
553,43,0,0
50,44,-2,0
542,46,-1,-1
392,69,1,1
427,74,11,4
532,93,-11,4
33,133,1,-16
391,128,2,-3
173,133,-1,-1
164,146,-2,-10
592,135,-1,2
592,135,1,4
33,133,-9,7
154,138,0,2
482,141,0,0
592,135,-13,7
461,154,3,-11
480,144,0,0
33,133,-5,13
33,133,-6,15
33,133,-6,18
461,154,1,0
396,163,0,-2
16,179,3,-17
59,164,-3,1
547,172,0,1
554,181,-3,-3
390,184,2,1
16,179,1,7
98,200,6,-12
422,195,-3,-5
323,201,0,0
395,194,-8,8
78,195,14,10
278,210,-6,-2
384,214,-2,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
