x,y,dx,dy
11,14,1,0
59,34,4,-15
12,20,0,0
254,40,2,-1
144,45,-2,-2
189,48,2,-3
481,43,-19,9
325,60,3,2
524,58,14,5
148,76,-17,4
316,107,-14,-3
316,107,-2,0
416,99,-1,8
316,107,-7,2
428,100,-5,12
583,129,2,-10
222,124,0,-1
222,124,1,1
583,129,3,-3
583,129,15,0
583,129,-9,4
540,128,15,9
492,144,-1,0
411,149,-4,-2
188,165,9,-7
411,159,1,1
231,179,-20,4
117,179,12,10
289,191,1,0
264,181,-1,11
289,191,-4,5
110,202,-1,1
593,203,5,0
331,203,-17,4
593,203,0,17
444,223,-1,-1
596,226,-11,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
