x,y,dx,dy
22,13,-1,0
11,17,0,0
19,17,0,0
11,29,0,0
14,32,0,0
319,93,-21,-18
207,82,-8,1
177,124,0,-1
315,125,-4,1
187,127,-1,0
36,137,4,-9
484,128,0,0
239,127,0,3
484,128,0,2
494,140,1,0
497,140,0,0
490,140,0,2
485,149,0,0
449,150,1,0
407,149,0,2
481,152,-1,-1
485,153,0,0
497,160,0,0
551,165,1,0
558,171,2,-1
177,181,-3,2
292,184,-7,3
407,191,4,-4
235,194,-2,1
426,204,0,0
225,202,-23,11
24,200,-10,23
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
