x,y,dx,dy
15,13,-1,1
593,24,5,-10
14,16,-1,1
12,23,0,0
16,26,-2,1
13,33,0,-1
210,29,18,9
54,53,0,0
325,58,-2,0
380,60,0,0
175,83,3,2
46,83,2,3
573,106,-24,-12
573,106,-22,-6
126,112,3,-8
126,112,-13,-1
168,119,0,0
168,119,-1,2
168,119,0,13
168,119,-2,14
483,141,-1,-2
483,141,0,1
494,142,0,0
544,156,3,-9
180,149,-2,-1
439,154,3,-1
544,156,0,1
67,150,2,8
480,157,0,1
552,154,-2,7
31,145,-3,21
560,171,0,0
553,171,0,1
257,184,3,-5
574,190,-6,-9
574,190,0,-7
124,190,-12,-5
321,197,-12,3
321,197,-12,6
437,221,-5,-2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
