x,y,dx,dy
16,12,0,0
12,23,0,0
18,24,0,0
424,28,25,12
65,25,-23,21
377,63,-1,-2
327,75,0,-3
167,84,-24,-7
555,112,-1,-7
107,85,10,21
401,119,3,3
401,119,6,3
185,125,1,-1
182,126,1,0
482,128,0,0
403,137,0,-2
486,149,18,-13
474,140,1,-2
326,140,0,0
264,143,-2,-1
474,140,-1,2
401,151,-5,-4
486,149,0,0
442,153,0,-1
442,153,2,-1
71,152,-14,8
301,157,-21,13
558,171,-3,1
77,174,-6,4
222,178,-21,1
570,188,0,0
126,173,3,16
398,194,-1,0
287,221,0,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
