x,y,dx,dy
11,19,2,-1
60,27,-8,0
60,27,-3,0
11,28,0,0
545,44,0,0
184,40,-5,7
236,40,-18,9
357,58,3,1
357,58,-2,3
206,44,-10,24
524,72,1,-1
506,97,21,-3
506,97,21,4
553,97,-18,7
506,97,-3,8
388,119,0,-12
294,100,-1,11
110,118,11,4
160,138,-1,-10
389,129,-1,0
389,129,5,4
302,144,16,-3
160,138,0,5
484,149,0,0
478,151,1,-1
486,151,-1,0
475,153,0,0
473,154,0,0
470,155,1,0
184,155,-3,1
210,157,2,1
538,162,1,-2
538,162,1,0
240,190,-3,-19
550,172,0,-1
550,172,2,-1
523,173,-2,-1
19,181,1,0
250,187,-3,5
415,184,8,12
12,204,-1,-1
12,204,3,15
1,1,0,0
