x,y,dx,dy
13,13,1,-1
72,16,-2,-4
13,13,-1,1
72,16,2,-2
17,15,-3,1
72,16,2,0
16,18,1,0
60,39,8,-19
14,24,0,-1
17,27,0,0
54,46,5,-19
15,32,-1,0
181,37,1,2
531,41,2,-2
240,91,-14,-1
214,113,-1,-4
211,112,0,1
393,117,2,6
525,126,0,1
527,129,0,-2
309,112,5,16
532,137,-23,-8
214,113,-3,17
518,131,0,-1
527,129,1,1
220,136,0,0
220,136,1,2
481,137,0,1
527,129,2,12
206,146,2,0
34,146,0,4
436,151,1,0
560,171,2,-1
252,181,1,2
277,186,1,0
420,206,-4,-11
406,195,-20,24
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
