x,y,dx,dy
139,21,1,-2
11,22,2,0
441,27,-11,-2
11,27,1,0
11,30,0,1
234,36,12,5
404,70,2,0
595,85,-1,0
198,69,-6,21
547,99,-24,3
547,99,-20,3
547,99,-7,8
304,111,-1,3
392,114,2,0
162,124,-3,7
476,130,0,1
476,130,-2,4
473,133,-1,2
586,139,5,-3
481,144,1,-3
481,144,0,-1
473,143,2,1
481,144,-1,1
254,149,-3,0
474,152,-1,0
462,153,0,0
469,154,1,0
438,154,-8,3
586,139,4,20
586,139,-7,23
170,165,-4,1
517,187,-25,-16
523,175,-3,-3
550,172,-1,2
555,182,6,-2
272,193,7,-3
571,199,8,6
597,219,-2,-1
416,225,-1,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
