x,y,dx,dy
22,12,-1,1
88,30,-4,-14
88,30,7,-13
14,20,-1,0
88,30,6,-8
88,30,-13,4
88,30,-4,5
17,40,-2,0
14,44,0,0
12,49,0,0
530,50,4,1
77,65,-3,-2
384,66,0,-2
66,72,-17,-5
77,65,-2,2
174,92,11,-24
427,73,5,1
443,83,-1,3
174,92,-17,9
60,98,2,11
447,110,-2,6
53,149,4,-25
212,124,-1,0
205,119,-1,6
195,125,0,6
520,157,22,-4
167,157,-3,-3
519,154,0,0
539,155,0,-1
509,158,0,-1
520,157,-1,0
513,158,-1,1
43,181,4,-18
43,181,2,-14
261,174,9,-5
479,170,11,1
579,175,2,-2
459,171,-3,3
579,175,1,0
43,181,-2,-5
43,181,-6,0
588,182,0,0
549,184,12,-1
588,182,-2,1
43,181,-5,5
43,181,-2,6
43,181,-5,8
43,181,-2,9
43,181,-6,11
43,181,-1,11
478,201,-7,-7
279,188,-23,10
284,192,-19,10
328,224,1,-4
450,208,3,12
1,1,0,0
