x,y,dx,dy
13,21,0,0
61,19,4,2
61,31,-1,-2
245,42,17,0
504,48,-2,-5
504,48,-14,-3
534,51,-16,4
240,59,-2,1
564,61,-3,2
178,98,9,-3
178,98,0,-2
507,102,-1,-1
572,116,-25,-9
141,95,-6,25
215,124,-1,-1
215,124,1,1
533,144,0,0
411,152,-1,-6
533,144,1,3
101,153,-2,2
273,153,3,2
415,167,-14,-10
420,176,-6,-12
139,171,-5,-3
93,183,1,-1
131,185,5,-3
236,204,22,-19
266,191,-4,-4
236,204,15,-13
17,213,2,-16
379,216,13,-18
402,205,-2,2
460,203,10,8
17,213,-2,8
17,213,0,14
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
