x,y,dx,dy
11,13,0,0
17,13,-1,1
269,14,1,0
14,24,0,0
256,44,-3,-3
215,40,-2,5
319,56,1,-5
296,54,1,3
319,56,0,2
319,56,3,5
314,106,-2,4
526,111,-24,1
405,113,2,5
312,126,7,-4
215,125,0,0
578,127,3,-2
213,125,0,1
312,126,0,3
312,126,-5,5
578,127,7,15
529,145,0,-1
529,145,3,3
406,166,-15,-13
442,160,1,0
439,163,1,-1
439,163,3,-1
227,182,25,-17
284,174,2,-4
284,174,0,-2
19,195,2,-20
504,200,6,-23
251,195,18,-15
19,195,4,-13
251,195,8,-11
251,195,14,-11
19,195,3,-10
441,190,2,1
19,195,4,-2
504,200,-18,-1
98,204,2,-2
343,205,1,0
19,195,1,12
19,195,1,15
315,216,2,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
