x,y,dx,dy
14,16,-2,0
483,16,-1,3
11,22,1,0
154,69,-9,-7
150,84,-2,-1
413,65,-8,18
52,93,1,-6
327,100,-8,-7
590,109,-6,-12
590,109,-6,-3
196,116,1,1
178,126,-2,-7
424,119,-1,1
44,126,1,2
271,129,0,0
432,130,0,0
496,134,-1,3
164,145,-3,-2
36,167,4,-15
499,152,0,0
529,168,0,0
253,178,7,-7
105,175,-3,0
420,189,4,-7
457,182,3,4
254,194,6,-6
24,215,6,-25
430,188,-1,4
322,198,-4,-3
24,215,5,-17
422,194,-12,13
24,215,1,-7
24,215,0,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
