x,y,dx,dy
14,12,-2,0
21,12,-1,0
17,25,-2,0
257,45,-20,-16
264,39,6,4
12,44,-1,0
535,51,-9,1
456,75,-3,-22
482,51,-1,2
488,60,-2,16
189,97,11,-8
66,90,-6,19
117,116,25,7
436,121,-1,3
436,121,1,4
176,146,15,-6
176,146,2,3
443,149,0,1
516,152,0,1
521,153,-1,1
515,156,1,0
521,157,0,0
461,181,-12,-21
514,159,0,1
40,181,2,-9
581,179,0,1
590,180,0,0
40,181,-3,0
302,183,-10,1
40,181,2,5
40,181,-2,7
282,195,6,-3
595,195,1,-2
40,181,0,13
481,197,-1,-3
463,196,0,-1
165,179,-19,20
34,225,-1,-17
436,194,-17,19
436,194,24,22
368,225,-4,-7
34,225,-6,-6
331,207,9,12
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
