x,y,dx,dy
16,12,-1,-1
11,18,0,0
88,34,0,-15
21,23,0,1
19,31,1,0
18,35,0,-1
17,38,0,0
304,41,-3,-3
14,44,-1,0
12,48,1,0
256,57,1,-1
88,34,-11,23
566,66,25,-1
176,88,12,6
176,88,16,12
335,94,-2,8
59,103,4,8
558,111,15,0
441,130,1,0
203,131,0,1
43,160,10,-21
521,139,0,0
175,147,4,3
163,157,5,-2
522,155,1,0
526,159,1,-2
519,171,0,0
591,182,0,0
588,183,-2,1
595,186,1,-1
595,186,1,1
558,180,-14,21
348,208,-3,-3
475,213,-3,-3
469,227,0,-3
483,230,-5,-5
39,217,-18,11
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
