x,y,dx,dy
22,12,-1,-1
28,14,-1,0
22,17,0,-1
27,19,0,0
19,20,0,0
20,25,1,0
25,26,0,0
273,31,0,-3
273,31,-24,0
273,31,0,1
564,35,-1,0
366,41,0,-1
14,64,0,0
69,98,5,-17
357,102,-6,5
361,111,4,-4
230,115,-2,1
218,117,1,0
208,121,0,-2
220,125,2,0
532,125,0,0
527,129,1,-2
527,129,0,0
379,137,1,1
515,141,2,0
533,142,0,-1
531,142,0,1
224,168,21,-23
474,156,-23,-11
534,146,0,0
53,145,0,2
533,152,-2,0
533,152,2,1
341,147,11,11
516,158,0,1
526,163,0,-1
526,163,0,1
297,179,-2,-1
263,196,14,-5
482,186,3,6
473,202,5,4
1,1,0,0
1,1,0,0
1,1,0,0
