x,y,dx,dy
11,19,0,0
11,32,0,0
13,35,-1,0
54,37,1,0
54,37,2,2
542,42,-1,-1
42,67,-1,0
539,95,8,9
539,95,5,14
583,127,-4,-15
397,127,2,-1
468,139,1,-7
468,139,0,0
161,124,0,17
480,142,0,1
487,144,-1,1
476,149,0,0
486,149,0,0
308,148,-4,2
478,149,0,1
432,153,1,-1
27,161,1,-5
204,158,0,0
471,158,0,0
387,159,6,4
400,163,5,12
266,180,-6,4
561,183,2,1
142,191,18,-3
367,209,3,-4
299,202,22,4
572,191,15,15
572,191,3,18
459,215,2,2
579,229,16,-9
579,229,5,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
