x,y,dx,dy
166,14,-1,1
15,26,0,0
331,59,0,-7
178,59,-2,2
579,69,-1,0
44,114,11,-18
44,114,2,-17
331,107,-1,2
424,114,1,-3
325,124,4,-2
575,119,0,3
325,124,6,0
234,126,-1,-1
325,124,0,3
414,139,-3,-7
501,146,-1,0
594,122,-5,25
41,127,-8,24
423,155,0,-1
27,157,-2,-1
249,174,14,-18
27,157,1,0
453,160,-1,0
547,171,1,0
494,176,0,0
567,178,1,-1
567,178,-4,1
267,189,2,-1
275,190,3,0
459,198,-4,-5
395,195,0,0
596,207,-8,-4
596,207,-5,2
596,207,-8,5
319,222,-1,1
336,224,3,1
448,224,2,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
