x,y,dx,dy
21,13,-1,0
28,13,0,0
26,18,0,0
274,18,0,0
330,21,-1,0
20,23,1,0
25,24,0,0
577,43,15,3
17,49,0,0
428,53,0,3
12,70,0,0
187,69,20,1
596,100,0,-11
596,100,-2,-5
596,100,2,-4
77,84,-7,16
213,109,0,0
231,109,-2,1
60,140,2,-23
215,119,0,0
59,143,2,-23
303,130,0,0
312,138,-8,-2
536,140,-1,-1
536,140,1,0
536,140,-1,1
523,152,0,0
540,154,0,0
538,155,1,1
597,170,-2,0
597,170,-3,2
487,184,0,1
496,184,1,8
481,200,-2,-7
481,200,1,-5
481,200,1,-2
385,222,3,6
522,216,13,12
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
