x,y,dx,dy
30,17,0,0
77,40,7,-23
20,19,1,0
77,40,0,-18
16,23,1,0
14,25,0,0
77,40,4,-14
181,33,-10,7
11,45,0,0
77,40,5,7
77,58,1,-1
131,70,-1,0
454,71,-1,-1
342,95,-12,-23
169,74,9,10
217,83,6,6
428,103,-8,-5
579,124,6,-19
159,112,2,-6
579,124,8,-17
579,124,17,-10
159,112,4,3
159,112,6,6
61,96,-7,24
205,138,-1,-9
197,131,-1,-1
439,144,-2,-5
432,146,0,0
516,147,0,3
517,152,1,-1
511,154,0,0
518,154,-1,1
514,155,0,1
508,159,0,-1
473,161,0,-1
209,181,-3,7
558,206,-6,4
505,220,-8,-4
419,224,1,2
596,212,-5,16
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
