x,y,dx,dy
133,16,2,0
14,24,1,0
12,30,0,1
181,41,-18,-7
255,33,-7,5
181,41,-1,-1
181,41,1,-1
311,49,-1,-4
55,45,-3,2
311,49,7,-2
311,49,-1,2
518,56,-3,2
412,80,-12,-10
539,75,2,1
199,61,13,25
404,108,2,-5
404,108,0,1
210,128,-1,-15
103,105,-4,23
189,127,-1,1
525,130,0,0
527,134,0,0
535,143,-2,-9
206,136,1,0
206,140,1,-1
522,152,2,-3
474,162,9,3
80,169,-19,1
518,171,0,1
277,185,-1,1
389,188,1,0
300,203,-4,-11
431,210,-5,-6
431,210,-3,-2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
