x,y,dx,dy
64,12,13,-1
17,13,0,0
594,11,-2,16
13,35,0,0
231,37,24,1
231,37,25,4
317,48,0,-1
548,47,20,9
418,66,-1,0
548,94,11,4
119,91,10,20
185,125,-1,0
396,104,8,24
170,130,-1,-1
482,131,0,0
158,132,3,6
490,141,0,-3
490,141,1,0
496,141,-1,0
214,149,8,-5
549,146,0,1
488,149,0,-1
449,149,-2,1
489,151,0,-1
485,153,0,0
439,155,2,0
473,155,-2,0
481,155,0,1
232,176,-14,-8
556,170,1,0
22,193,-1,0
575,197,0,1
453,197,3,4
437,219,-1,1
595,223,-2,3
286,228,0,-1
437,219,2,8
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
