x,y,dx,dy
13,11,0,0
20,23,0,0
252,36,3,-2
460,30,-4,5
14,38,0,0
14,41,0,0
589,53,-5,-4
338,110,-16,-23
338,110,-5,-11
172,95,-12,9
561,109,12,-1
338,110,-3,1
200,121,-2,8
183,135,4,1
520,138,0,-1
516,154,0,0
508,156,1,0
174,158,0,0
467,162,5,-2
467,162,1,-1
577,175,2,-3
142,175,-7,-2
577,175,-1,2
584,181,-1,0
587,181,0,0
594,194,1,-6
273,192,10,-3
321,195,5,-2
356,195,-4,0
385,203,-2,0
448,204,2,0
37,213,-6,-1
466,226,5,-7
495,219,-1,0
503,224,3,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
