x,y,dx,dy
21,11,0,0
37,14,0,1
26,26,0,0
21,31,-1,0
23,34,-1,0
23,38,0,0
505,40,0,-1
18,49,0,0
549,90,-9,8
214,99,-1,1
223,107,0,0
225,119,1,0
531,122,1,-2
210,122,2,0
218,122,-1,0
218,122,1,0
223,123,0,1
531,122,-1,2
60,128,2,0
200,139,-25,-10
241,131,-4,2
444,133,2,0
444,133,4,2
535,140,0,0
249,141,2,1
482,148,3,-1
478,159,-15,-6
521,152,4,1
539,156,0,0
588,157,1,0
475,163,2,0
596,171,0,0
457,185,-13,7
350,191,2,3
43,223,-2,-1
43,223,-3,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
