x,y,dx,dy
18,12,0,0
21,14,0,0
17,15,0,1
22,17,0,0
12,28,1,-1
19,27,0,0
19,29,0,0
16,30,0,0
535,46,1,1
526,33,-21,23
148,68,-1,-1
330,76,-2,-1
51,81,-2,1
53,85,-5,0
546,91,-16,-1
311,91,0,1
317,118,14,-18
395,123,-3,-3
183,124,0,-2
395,123,1,2
183,124,0,2
127,124,-23,7
486,132,-1,3
176,137,0,0
178,138,0,0
577,115,12,23
163,140,0,0
494,142,0,-1
554,146,0,0
198,147,0,1
554,146,-1,2
487,151,0,0
486,155,0,1
486,155,-3,2
73,158,-2,0
258,187,4,-5
258,187,-8,5
291,205,-3,-2
70,201,24,16
409,207,10,21
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
