x,y,dx,dy
12,14,1,-1
12,14,-1,0
12,19,-1,1
12,23,-1,0
12,27,0,1
546,32,0,0
474,53,-22,-20
539,38,-2,0
158,52,0,0
309,63,1,-1
32,85,0,1
154,92,4,0
282,92,1,4
303,113,2,0
209,120,1,1
166,128,-1,0
525,139,-2,-6
525,139,-1,-4
525,139,0,-2
522,137,1,3
475,140,0,1
522,137,1,5
388,156,-13,-13
199,148,5,-2
199,148,1,-1
197,151,0,0
128,162,-4,-3
502,169,-1,-3
542,167,3,-1
22,167,-1,1
542,167,1,1
470,186,4,4
437,193,1,4
437,193,5,5
400,200,3,12
326,208,5,6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
