x,y,dx,dy
14,17,3,-1
14,17,0,0
15,22,1,0
216,41,-19,-18
12,26,-1,0
15,27,0,0
202,24,-2,5
485,37,-1,-1
516,37,-3,0
516,37,-1,1
280,32,18,10
43,80,2,0
50,90,-8,17
220,131,4,-13
28,136,10,-17
524,125,1,1
28,136,4,-4
148,138,-2,-5
28,136,0,0
28,136,1,2
221,141,0,0
221,141,2,0
589,126,2,15
148,138,3,5
212,145,0,-1
148,138,7,10
141,149,7,2
431,151,0,0
120,172,16,-20
120,172,24,-17
120,172,6,-15
511,157,-2,0
505,162,-4,-4
556,160,0,-2
476,159,3,0
559,161,-1,1
406,155,4,8
551,164,-1,0
431,176,0,0
261,179,-2,-2
575,186,0,-5
316,182,3,2
93,194,-21,-4
277,192,1,3
470,210,-19,-14
413,198,2,1
307,208,5,-3
307,224,2,6
1,1,0,0
1,1,0,0
