x,y,dx,dy
12,13,-1,-1
13,19,-2,1
11,23,0,0
11,26,0,-1
12,31,1,0
213,42,2,-1
250,42,-1,0
156,49,0,-3
148,63,3,1
553,107,-25,-10
295,101,1,1
553,107,-24,-3
553,107,-1,1
553,107,-14,3
33,105,-20,7
521,133,-1,-2
209,137,0,1
474,137,1,2
473,141,0,-1
99,137,-16,4
531,146,-2,-4
378,158,-10,-12
430,152,1,0
166,153,1,0
474,137,-17,19
130,159,0,0
283,158,-1,3
490,163,-21,-2
108,152,-11,10
405,175,-12,-12
405,175,-2,-7
416,176,-2,-1
229,196,10,-6
389,189,-1,1
289,197,22,9
389,189,-3,18
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
