x,y,dx,dy
12,14,0,-2
12,14,1,0
13,18,4,0
15,22,-1,1
14,27,-1,0
12,34,-1,0
239,37,8,-3
239,37,-17,1
513,40,22,1
133,42,0,1
529,55,-2,-2
312,86,11,-18
596,75,2,0
46,88,3,-12
46,88,-3,-1
312,86,12,2
223,121,-2,-4
303,126,2,-7
584,126,-1,-2
397,125,3,1
303,126,1,4
224,133,-2,3
535,136,1,4
156,141,1,3
438,152,2,-1
140,152,3,0
454,158,-7,-6
138,152,0,1
140,152,6,3
454,158,-5,-1
551,170,1,-2
551,170,3,-2
411,169,9,5
29,168,-3,10
378,226,-23,-19
12,227,2,-14
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
