x,y,dx,dy
170,16,3,-5
71,29,-5,-17
15,14,0,0
22,20,-1,0
22,20,1,0
13,24,-1,0
56,59,11,-20
220,34,16,12
193,47,-1,1
412,66,-24,-14
370,58,3,1
543,59,-21,11
52,101,4,-14
226,95,-15,-1
549,113,-15,-8
549,113,-8,-1
343,121,3,-3
52,101,-6,18
186,125,0,0
506,134,-2,2
290,143,-1,0
176,157,-18,-7
38,160,1,-5
530,154,0,1
460,157,3,-1
252,180,0,-5
577,178,1,-1
558,177,-3,2
577,178,0,1
154,191,23,-5
218,178,-15,10
453,189,-1,-1
308,191,1,0
453,189,5,5
121,190,-18,18
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
