x,y,dx,dy
12,19,0,1
157,40,-1,-1
368,61,-16,4
163,94,-5,-2
210,90,16,2
163,94,-3,-1
163,94,23,1
310,105,-7,-1
534,106,0,-1
310,105,7,4
140,112,-2,5
140,112,-13,6
408,116,1,3
319,130,4,-8
565,136,0,0
239,148,-1,-2
495,147,0,0
306,155,-2,-1
36,134,-3,23
202,164,-2,1
138,174,3,-1
554,172,-3,1
446,184,9,-9
423,162,8,14
182,187,-25,2
446,184,6,9
481,190,-6,8
446,184,5,15
430,207,1,-6
430,207,-1,-3
446,184,3,20
303,210,-3,-3
25,194,-6,23
494,227,-5,-4
494,227,-2,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
