x,y,dx,dy
24,12,2,-1
26,17,-2,1
16,20,-1,0
21,21,-1,0
256,17,-4,5
20,34,2,-1
491,17,-12,20
20,41,-1,0
15,50,1,0
15,53,0,0
371,60,-1,-3
11,74,0,0
453,87,-3,5
63,107,2,-13
63,107,-5,10
213,119,2,1
515,121,1,-1
446,125,-1,-2
183,139,-18,-11
63,107,-9,23
310,137,-5,-2
518,142,0,-1
352,141,0,1
518,144,-1,-1
516,149,0,0
513,150,0,1
538,160,8,0
296,168,-4,2
329,174,5,-2
275,177,6,-4
282,178,-14,7
329,193,0,-1
472,200,0,0
477,209,2,-3
477,209,-2,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
