x,y,dx,dy
152,13,-17,5
16,21,1,0
18,24,0,0
16,29,0,0
12,30,0,1
13,34,0,0
11,39,0,0
513,47,-14,-8
477,42,0,-2
553,42,-1,0
567,42,0,0
333,64,0,-2
297,50,-13,13
333,64,1,2
172,92,2,-18
538,101,-17,-12
423,101,17,-11
559,94,1,-1
324,105,-13,13
39,113,-3,12
95,128,25,-2
428,150,0,-15
407,145,-1,1
407,145,3,2
418,169,-17,-21
485,151,0,0
145,148,6,4
480,156,-1,0
188,158,3,-1
418,169,-5,-6
554,165,-2,1
557,171,-1,-1
555,173,-1,1
436,187,-1,0
99,178,5,17
20,196,-3,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
