x,y,dx,dy
12,21,2,-2
12,21,-1,1
436,38,-18,-14
12,29,-1,0
12,37,1,0
465,56,-5,-9
308,54,0,-1
267,37,19,18
321,63,1,0
38,93,-2,1
291,105,2,1
291,105,6,3
161,123,-1,0
476,126,1,-3
177,128,-1,1
102,115,4,19
157,133,1,5
28,148,-2,-7
28,148,1,-6
485,142,0,0
28,148,0,-3
262,151,-10,-5
477,148,0,0
484,149,0,-1
28,148,-1,1
479,150,0,0
28,148,-1,4
471,152,0,0
133,153,1,0
472,154,1,0
427,157,0,-1
470,156,-1,1
536,159,1,-1
118,181,13,-21
394,157,6,14
546,172,-4,0
546,172,0,0
20,187,-2,-9
61,180,-5,1
381,186,-1,-2
557,186,-1,1
386,199,-3,0
295,199,-4,3
590,219,-1,3
593,221,0,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
