x,y,dx,dy
16,11,-1,0
18,15,1,0
143,19,2,-4
14,17,-1,0
14,20,0,0
196,31,-17,2
153,35,0,1
168,41,22,-2
159,91,21,-12
159,91,-1,3
417,97,5,0
556,106,20,-2
556,106,20,2
49,91,-6,23
556,106,16,8
29,144,11,-21
385,113,5,10
29,144,3,-16
207,147,-13,-19
528,132,0,1
212,135,0,0
534,146,-2,-11
223,143,1,0
207,147,-1,0
207,147,1,0
214,146,0,1
407,148,0,1
437,153,2,-1
126,176,21,-18
517,160,1,-2
557,174,-5,3
455,205,-12,-10
587,193,1,13
284,212,-4,-4
394,203,3,20
284,212,-10,14
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
