x,y,dx,dy
15,14,1,-1
18,16,0,0
13,18,0,1
17,23,-1,0
15,27,-1,0
16,31,-1,-1
247,34,-3,-4
12,34,0,-1
247,34,10,3
57,47,-7,-4
164,43,0,0
160,86,1,2
573,99,-21,-10
317,107,2,-11
578,111,0,2
536,134,0,-3
578,111,7,20
401,128,0,5
466,138,1,-3
466,138,-1,1
209,144,1,0
218,145,-2,0
35,149,0,-3
405,155,-5,-8
126,162,-12,-14
150,151,-1,0
440,151,3,0
174,155,0,-1
501,163,8,0
509,168,-11,-2
489,167,1,0
71,172,-2,-2
126,162,1,8
126,162,10,11
264,176,-1,2
264,176,-4,3
571,177,-5,2
571,177,-5,9
103,196,19,-8
428,212,1,-1
428,212,2,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
