x,y,dx,dy
16,11,-1,1
596,31,1,-12
21,20,0,0
18,23,1,0
13,25,0,0
18,27,0,0
17,31,0,0
12,41,0,0
554,45,0,-2
539,100,-7,-1
38,114,7,-3
38,114,0,-1
591,124,2,-3
184,127,0,-1
485,129,1,-2
496,143,0,0
591,124,3,20
145,149,1,1
487,151,0,-1
489,151,0,-1
196,153,0,-2
196,153,8,-1
482,154,0,0
474,156,-2,0
482,156,0,0
303,162,-6,-3
34,164,1,-3
555,173,0,-1
125,171,-7,4
427,189,-5,-5
88,179,-2,7
31,167,-9,21
21,220,0,-22
21,220,0,-19
420,196,-7,6
584,195,6,12
319,212,1,0
302,209,4,7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
