x,y,dx,dy
20,11,0,0
16,12,1,1
15,16,1,0
15,22,-1,0
15,27,-1,-1
12,32,2,0
554,60,25,0
259,63,-1,0
317,47,-25,22
57,102,4,-16
591,131,-6,-10
334,133,6,-6
47,137,1,-7
47,137,-1,-5
509,139,1,-2
433,134,-2,5
200,146,-3,3
433,152,2,0
200,146,3,7
434,161,-2,-3
493,159,0,0
463,161,-2,-1
571,171,2,-10
463,161,-4,1
228,164,-5,0
571,171,2,-3
571,171,-1,1
577,180,2,-1
577,180,0,1
362,185,1,0
414,189,13,9
473,199,1,1
441,206,0,-1
449,212,5,-5
378,211,-9,-3
473,199,15,15
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
