x,y,dx,dy
15,13,0,1
310,65,-6,-1
383,96,3,-11
488,107,-2,0
291,108,-1,0
387,112,-3,6
569,133,18,-4
569,133,10,-3
102,138,-5,-3
545,137,-1,0
102,138,-6,3
477,148,0,0
569,133,20,19
295,154,0,0
429,160,3,0
140,165,0,-1
139,169,0,2
549,175,0,1
541,179,0,-1
541,179,-4,0
482,181,-1,0
86,211,13,-23
247,188,-5,6
247,188,1,9
247,188,0,11
15,202,-2,13
15,202,-4,18
15,202,-4,21
15,202,-1,22
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
