# x, y, dx, dy, 1st best, 2nd best
350,28,-6,-6,14,33
1096,22,0,0,16,73
430,26,-2,-2,10,21
856,28,6,-4,13,26
862,40,2,-8,5,7
430,26,4,8,15,22
418,44,0,-4,8,12
404,74,12,-28,8,11
726,44,8,4,22,34
762,60,2,-12,16,20
266,54,-10,-4,15,25
1086,60,0,2,20,48
924,62,-8,2,14,21
406,68,-2,-2,7,11
1078,68,0,0,21,101
924,62,-10,8,18,23
404,74,-2,-2,6,13
1082,76,0,0,19,115
798,90,0,-10,15,29
814,90,2,-8,13,18
924,62,-16,20,22,29
458,86,2,0,19,43
700,84,-16,8,22,35
1064,110,2,0,8,15
162,118,-2,-6,9,22
464,124,-12,-12,19,35
384,120,2,-6,5,12
932,122,2,-8,22,35
406,122,2,-6,5,9
610,118,-2,-2,3,4
628,118,-10,-2,8,26
212,126,-30,-8,21,27
154,126,-2,-6,22,37
608,122,-2,-2,3,4
822,128,6,-8,23,65
328,128,-2,-6,13,34
574,148,-16,-26,14,24
822,128,-6,-6,23,65
212,130,-2,-4,5,29
328,128,-8,-2,11,16
368,132,0,-6,0,16
352,132,-2,-4,1,7
358,132,0,-4,2,10
240,136,-2,-6,3,9
316,136,-2,-6,6,10
454,138,-4,-8,9,54
706,116,0,14,15,27
164,134,-6,-2,12,26
266,150,12,-18,15,25
308,138,-2,-6,6,16
454,138,0,-6,7,50
444,140,-4,-6,7,22
872,142,10,-6,4,12
234,144,-20,-4,8,10
598,142,-2,-2,6,8
1084,142,0,0,8,51
544,154,-2,-10,9,38
950,156,0,-10,10,33
1078,146,0,0,14,96
856,158,-2,-8,12,22
856,158,4,-6,5,11
950,164,-6,-12,21,29
434,178,-12,-24,15,21
1054,154,2,2,8,15
566,160,0,-2,7,26
572,162,2,-4,11,24
618,158,2,0,12,23
872,164,12,-4,21,34
868,166,8,-2,12,20
168,136,20,30,21,29
536,172,0,-6,4,29
674,178,0,-10,21,42
824,186,8,-18,4,9
572,178,0,-6,2,27
950,174,2,-2,9,23
926,184,0,-8,17,26
434,178,2,0,23,38
378,210,12,-26,15,27
1086,186,0,0,8,53
1010,202,6,-14,23,32
1098,188,0,0,5,53
918,200,0,-10,10,31
324,190,-4,2,3,6
1082,192,0,0,7,44
524,198,0,-4,19,25
1096,194,0,0,11,40
324,200,0,-4,3,10
610,202,0,-6,3,7
1010,202,2,-6,13,28
824,186,-8,12,7,10
1078,200,0,0,3,42
222,216,-14,-14,14,19
394,206,0,-4,5,20
646,212,-2,-6,6,42
182,220,-2,-12,8,22
864,216,-4,-6,14,33
658,210,6,2,12,31
182,220,-2,-6,12,19
824,186,-18,30,6,11
216,214,10,4,8,13
478,222,-6,-2,22,96
478,222,0,-2,15,66
162,230,-12,-8,4,18
358,200,16,22,7,23
962,230,0,-8,16,67
140,238,-12,-14,8,13
298,218,16,8,1,3
644,226,10,0,21,36
140,238,-14,-10,2,7
260,212,-24,16,10,16
260,212,2,16,5,7
926,250,-24,-22,21,30
162,230,6,2,6,14
544,248,26,-16,9,16
574,232,-14,2,8,16
1034,236,0,0,4,19
