# x, y, dx, dy, 1st best, 2nd best
356,26,0,-4,5,31
886,26,0,-4,20,93
400,28,-2,-4,11,28
608,28,0,-4,7,94
1092,28,-2,-4,20,61
396,34,0,-6,4,33
674,32,0,-4,19,109
470,34,0,-4,10,71
990,34,0,-4,20,87
566,40,0,-6,6,75
352,40,0,-4,2,26
430,42,0,-6,8,50
508,42,0,-6,23,60
358,42,-2,-4,17,26
572,44,0,-6,13,98
670,44,0,-6,18,80
466,44,0,-4,14,51
512,46,0,-6,19,89
1024,44,0,-4,12,50
436,46,0,-4,15,81
904,46,0,-4,10,70
1030,44,-2,-2,20,40
670,52,0,-6,18,78
1012,48,0,-2,21,45
292,52,0,-4,3,33
350,52,0,-4,2,22
606,52,0,-4,15,66
518,54,0,-4,12,108
736,54,0,-4,15,60
1068,52,0,-2,21,39
600,58,0,-6,21,66
734,60,-2,-6,11,74
806,58,0,-4,16,90
818,58,0,-4,18,78
954,64,-2,-4,20,66
286,72,0,-6,7,35
386,72,0,-6,7,52
746,74,-2,-8,12,67
1044,68,-2,-2,11,66
1054,70,0,-4,14,52
324,72,0,-4,8,65
358,74,0,-6,9,21
554,72,0,-4,15,86
1088,70,0,-2,12,56
392,76,0,-6,5,45
926,74,0,-4,7,46
876,76,-2,-4,17,73
1018,76,0,-4,22,67
1000,80,0,-4,20,76
860,84,0,-6,10,85
944,86,0,-4,3,97
276,88,0,-4,8,58
302,88,0,-4,3,39
484,88,0,-4,10,83
568,88,0,-4,18,58
640,90,0,-4,16,75
674,92,0,-4,20,42
474,96,-2,-6,22,62
346,96,0,-4,10,29
592,98,0,-4,17,89
644,98,0,-4,7,50
990,98,0,-4,14,49
312,102,0,-4,9,75
608,102,0,-4,14,65
644,108,-2,-6,14,62
406,110,-2,-6,12,57
612,112,0,-6,22,86
1002,110,0,-4,12,71
288,114,-2,-6,14,60
496,116,-2,-6,14,54
998,114,0,-4,6,60
944,116,-2,-4,8,28
440,120,0,-6,19,88
1086,120,0,-4,23,69
518,124,0,-4,19,61
418,128,0,-6,22,76
802,126,0,-4,11,95
1070,124,-2,-2,19,46
872,130,0,-4,12,93
260,136,0,-4,12,62
412,138,0,-6,19,94
418,138,-2,-6,22,89
612,136,0,-4,15,76
872,136,0,-4,5,70
1052,136,0,-4,12,54
444,140,0,-6,19,84
1098,138,0,-4,19,36
474,142,-2,-6,16,59
984,140,0,-4,17,68
608,142,0,-4,11,55
920,144,-2,-4,23,66
236,150,0,-4,8,26
218,154,0,-6,8,32
690,154,0,-6,18,68
488,156,0,-6,11,68
234,156,0,-4,3,36
522,160,0,-6,16,63
304,160,0,-4,20,67
540,162,0,-6,13,58
562,162,0,-6,19,96
258,164,0,-4,7,63
298,166,0,-4,12,77
618,168,0,-6,22,113
542,170,0,-6,19,67
986,168,0,-4,15,100
420,172,0,-6,21,97
838,170,0,-4,12,55
214,174,0,-4,6,49
328,176,0,-4,15,60
1044,176,0,-2,22,69
210,180,-2,-4,21,60
232,182,0,-4,5,48
258,182,0,-4,16,94
672,182,0,-4,1,13
692,186,0,-8,5,13
710,210,24,-32,6,16
782,210,12,-32,20,26
598,184,-2,-4,15,95
700,184,-2,-4,11,23
960,184,0,-4,20,75
848,188,0,-6,12,34
1004,186,0,-4,13,103
748,188,-2,-4,4,18
748,188,4,-4,14,21
818,186,-2,-2,16,38
1088,186,0,-2,22,59
638,206,20,-20,23,30
894,190,0,-4,11,35
1016,196,0,-4,15,65
694,198,-2,-4,4,10
988,198,0,-4,13,76
270,200,0,-4,11,19
276,200,-2,-4,8,28
814,200,0,-4,11,31
844,202,-2,-6,19,38
314,202,0,-4,10,84
638,206,0,-6,5,14
634,206,-2,-4,1,10
638,206,4,-2,7,12
1042,206,0,-2,14,70
1096,208,0,-2,16,52
694,210,20,-2,7,9
822,210,0,-2,8,11
434,226,-20,-16,23,34
694,210,2,0,3,9
208,214,0,-2,9,27
590,230,-8,-18,8,14
982,216,-2,-4,14,89
1032,216,0,-4,12,91
454,218,-2,-4,4,7
880,218,-2,-4,7,32
1082,216,0,-2,14,73
354,220,0,-4,12,63
760,224,-32,-8,9,12
950,220,0,-4,13,39
238,222,0,-4,19,83
438,222,-2,-4,5,12
452,222,0,-4,5,10
396,230,6,-10,9,26
668,222,0,-2,8,12
760,224,0,-4,2,10
766,224,0,-4,5,8
512,226,0,-4,11,30
524,226,0,-4,12,41
558,226,-2,-4,3,13
836,224,-2,-2,4,8
280,230,-6,-4,12,29
488,226,32,0,7,27
752,230,-2,-4,5,9
798,230,-2,-4,3,5
582,232,0,-4,4,7
1050,234,0,-4,18,54
766,224,6,8,7,11
818,236,2,-4,9,13
1006,236,0,-4,13,103
990,238,0,-4,5,45
192,240,0,-4,20,94
222,242,-2,-6,18,39
388,240,-2,-4,7,14
554,260,26,-24,8,11
910,240,-2,-4,4,36
292,242,0,-4,7,35
870,242,-2,-4,6,9
910,240,4,-2,16,39
228,244,0,-4,23,100
352,244,0,-4,17,65
590,230,-28,10,4,5
624,244,2,-4,7,19
864,244,-2,-4,5,15
990,246,0,-6,18,30
1076,242,0,-2,17,52
1084,244,0,-4,14,49
460,250,-8,-8,6,12
634,246,-2,-4,3,21
650,250,0,-8,8,14
856,246,0,-4,1,12
710,248,8,-4,7,16
756,248,-2,-4,1,16
226,250,0,-4,10,21
376,250,-2,-4,4,16
690,250,0,-4,4,11
350,252,0,-4,20,64
668,242,12,6,10,13
708,252,0,-4,2,13
938,254,10,-4,20,28
960,258,-2,-4,4,14
356,260,-4,-2,6,8
482,262,-2,-4,13,20
540,264,0,-6,6,18
1078,262,0,-4,17,53
916,264,0,-4,7,30
424,290,16,-26,12,17
476,268,-2,-4,11,17
460,250,28,14,19,40
212,270,-2,-4,6,61
904,272,-2,-4,9,30
982,272,0,-4,3,11
460,250,24,20,20,33
982,272,-6,-2,4,8
1008,296,10,-24,8,14
358,282,6,-8,8,12
800,280,-8,-6,16,22
832,278,-2,-4,8,47
394,262,14,14,10,14
954,258,-12,18,23,29
318,282,0,-4,9,40
358,282,2,-4,3,17
782,282,0,-4,7,21
1046,280,2,-2,19,51
808,284,2,-2,12,18
1082,286,-2,-4,10,40
390,290,0,-6,4,18
232,290,0,-2,6,18
340,290,-4,2,1,3
390,290,0,2,19,25
1078,296,-2,-4,23,107
324,296,0,-2,11,18
1038,296,0,-2,4,10
292,298,-2,-2,19,63
238,300,0,-2,3,25
836,302,-2,-4,4,15
320,306,0,-6,3,12
768,318,-4,-18,15,21
384,306,0,-4,13,30
544,306,0,-4,2,17
564,306,0,-4,4,19
812,304,-2,-2,19,29
856,306,-2,-4,2,16
514,312,-6,-8,18,24
882,308,-2,-4,6,14
882,308,6,-4,10,16
596,310,0,-4,6,17
756,314,6,-8,14,22
514,312,-2,-4,5,9
608,312,-4,-4,5,14
514,312,2,-2,9,18
930,314,0,-4,3,31
1038,296,-14,14,6,8
222,316,0,-4,12,39
966,316,-2,-4,10,72
908,322,2,-6,20,30
908,322,-2,-4,9,33
620,324,0,-4,8,23
1038,296,8,24,8,12
226,326,-2,-4,8,24
864,324,-2,-2,14,28
498,326,2,-2,10,14
542,328,0,-4,5,28
708,330,-2,-6,11,31
930,314,24,10,15,44
556,328,0,-2,4,23
206,332,0,-2,6,45
312,336,0,-6,7,15
676,336,-2,-6,20,53
824,332,-2,-2,16,43
530,338,-2,-6,11,20
1004,336,0,-4,11,71
756,340,-2,-4,12,20
788,344,0,-4,9,45
918,346,-2,-6,21,38
1066,344,-2,-4,1,6
234,346,0,-2,3,23
260,348,0,-4,19,70
388,350,0,-6,17,55
884,348,-2,-4,8,82
288,350,0,-4,18,65
308,350,0,-4,3,16
436,352,0,-6,19,42
636,358,-2,-12,12,16
636,358,2,-12,11,15
946,352,-4,-4,9,59
740,368,-4,-18,8,11
464,356,-2,-4,10,38
1066,354,0,-2,1,9
636,358,0,-4,3,15
844,358,0,-4,14,95
946,358,-2,-4,6,61
748,350,0,6,12,18
300,376,2,-18,6,9
416,362,-2,-4,12,36
1040,338,8,20,6,14
424,364,0,-4,11,39
1066,354,-4,6,8,13
1030,366,-2,-4,17,86
1066,340,6,22,10,13
300,370,0,-6,2,3
982,368,-4,-2,21,44
608,372,0,-4,1,20
734,378,0,-10,9,14
222,374,-2,-4,11,33
1092,376,-2,-4,15,40
1096,376,0,-2,5,28
582,386,-32,-10,13,19
234,382,-2,-4,12,36
370,384,0,-6,9,13
896,390,-4,-12,20,94
896,390,2,-12,12,19
384,384,0,-4,7,18
608,372,-4,8,21,36
506,388,-2,-4,5,13
300,370,0,16,3,6
454,392,-2,-4,0,13
1028,394,0,-4,13,64
454,392,8,0,12,23
520,398,-2,-4,5,78
234,400,0,-4,10,14
744,406,-2,-6,1,4
844,404,0,-4,7,31
902,404,0,-4,11,50
980,408,0,-8,5,7
744,406,0,-2,1,2
914,408,0,-4,13,73
934,410,0,-4,13,57
374,424,-2,-16,10,14
622,412,0,-4,4,22
450,414,-2,-4,6,30
608,412,0,-2,10,18
996,412,-2,-2,6,8
1076,414,-2,-4,2,7
622,412,-6,0,19,31
552,420,-2,-6,15,53
386,420,0,-4,5,10
1000,420,-2,-4,6,11
1076,420,-2,-4,1,4
1036,422,-2,-4,13,41
234,424,0,-4,12,16
614,426,0,-6,3,31
290,428,0,-4,8,12
1076,394,8,32,21,30
344,432,-2,-4,7,11
522,436,-2,-4,12,50
774,448,-22,-16,12,16
368,440,-4,-6,5,13
466,438,0,-4,13,75
498,438,-2,-4,13,62
594,438,-2,-4,3,21
374,424,-22,14,5,15
458,442,0,-4,20,95
830,440,-2,-2,18,74
846,442,0,-4,7,33
1034,442,2,-4,12,25
230,444,0,-4,8,37
374,424,-14,16,7,15
442,444,-2,-4,6,21
522,436,-2,4,18,50
898,444,0,-4,14,66
590,448,0,-6,0,20
392,448,-2,-4,10,70
428,446,-2,-2,9,52
830,450,0,-6,15,73
288,448,-2,-2,12,25
900,448,0,-2,21,69
772,456,-2,-8,3,9
846,450,0,-2,10,37
996,440,10,8,6,15
442,456,-2,-6,2,5
234,456,-2,-4,13,31
514,458,4,-6,19,33
772,456,0,-4,3,9
318,460,0,-6,1,14
514,458,-2,-4,6,30
576,462,-2,-6,11,47
450,462,-2,-4,2,28
1044,460,0,-2,12,22
348,468,0,-8,10,25
514,464,0,-4,7,31
854,464,0,-4,10,41
812,466,-2,-4,3,69
378,470,0,-6,6,12
492,468,0,-4,2,11
568,470,0,-6,7,19
972,468,0,-4,18,81
946,470,0,-4,9,64
464,472,0,-4,6,27
504,492,-32,-24,15,24
414,476,-2,-4,6,17
874,476,-2,-4,7,29
874,476,-10,-2,20,29
412,482,-6,-6,6,14
1004,476,0,0,5,42
896,480,2,-2,7,16
342,478,-28,2,7,17
348,484,-2,-4,3,11
1004,480,0,0,8,39
1042,484,0,-4,7,24
1088,454,12,26,16,38
888,486,-2,-4,5,30
894,486,-4,-4,12,21
916,486,-2,-4,0,15
558,494,0,-8,9,23
960,490,-2,-4,9,23
1004,486,0,0,10,40
234,490,0,-2,4,13
314,494,0,-6,7,17
504,492,-2,-4,0,3
1094,488,0,0,15,43
660,498,-2,-8,9,20
688,496,-2,-6,2,18
732,500,6,-10,23,36
970,492,0,-2,12,21
616,502,-12,-10,22,30
850,496,-2,-4,1,19
236,496,-2,-2,3,12
370,510,20,-16,4,5
432,500,16,-6,15,24
464,472,4,22,19,25
602,512,-4,-18,8,22
616,502,0,-8,5,18
732,500,-2,-6,6,27
432,500,-12,-4,13,23
544,502,2,-6,4,6
1042,484,-4,12,20,29
626,504,0,-6,6,23
688,496,30,2,13,21
1042,484,-10,14,15,26
1088,502,-2,-2,17,25
384,504,-4,-2,2,3
530,512,6,-10,3,7
644,508,0,-6,3,14
334,512,-16,-6,21,39
280,510,-2,-2,6,14
334,516,6,-8,4,21
488,516,-2,-8,23,31
344,520,6,-10,8,21
824,514,-2,-4,4,7
996,508,2,2,12,15
234,514,0,0,14,21
506,518,-2,-4,4,16
518,518,-2,-4,1,8
830,518,-2,-4,7,12
836,520,-2,-6,4,17
952,514,2,0,11,14
976,520,-2,-6,5,16
992,516,-2,-2,1,16
364,520,-2,-4,3,12
