x_data,y_data,time
0,0,2022-05-27 12:59:40.489691
10,10,2022-05-27 12:59:40.517694
20,20,2022-05-27 12:59:40.552698
30,30,2022-05-27 12:59:40.577704
40,40,2022-05-27 12:59:40.609719
50,50,2022-05-27 12:59:40.641742
60,60,2022-05-27 12:59:40.673729
70,70,2022-05-27 12:59:40.705737
80,80,2022-05-27 12:59:40.737754
90,90,2022-05-27 12:59:40.769751
100,100,2022-05-27 12:59:40.801780
110,110,2022-05-27 12:59:40.833767
120,120,2022-05-27 12:59:40.864771
130,130,2022-05-27 12:59:40.896781
140,140,2022-05-27 12:59:40.928784
150,150,2022-05-27 12:59:40.960790
160,160,2022-05-27 12:59:40.993306
170,170,2022-05-27 12:59:41.023764
180,180,2022-05-27 12:59:41.055804
190,190,2022-05-27 12:59:41.087776
200,200,2022-05-27 12:59:41.120788
210,210,2022-05-27 12:59:41.151795
220,220,2022-05-27 12:59:41.183802
230,230,2022-05-27 12:59:41.215811
240,240,2022-05-27 12:59:41.247814
250,250,2022-05-27 12:59:41.279824
260,260,2022-05-27 12:59:41.311843
270,270,2022-05-27 12:59:41.343864
280,280,2022-05-27 12:59:41.375843
290,290,2022-05-27 12:59:41.407877
300,300,2022-05-27 12:59:41.439380
310,310,2022-05-27 12:59:41.471368
320,320,2022-05-27 12:59:41.503376
330,330,2022-05-27 12:59:41.535383
340,340,2022-05-27 12:59:41.567385
350,350,2022-05-27 12:59:41.599395
360,360,2022-05-27 12:59:41.631403
370,370,2022-05-27 12:59:41.663410
380,380,2022-05-27 12:59:41.695426
390,390,2022-05-27 12:59:41.727435
400,400,2022-05-27 12:59:41.758763
410,410,2022-05-27 12:59:41.790766
420,420,2022-05-27 12:59:41.822771
430,430,2022-05-27 12:59:41.854781
440,440,2022-05-27 12:59:41.886789
450,450,2022-05-27 12:59:41.918799
460,460,2022-05-27 12:59:41.949807
470,470,2022-05-27 12:59:41.981811
480,480,2022-05-27 12:59:42.013850
490,490,2022-05-27 12:59:42.045825
500,500,2022-05-27 12:59:42.078837
510,500,2022-05-27 12:59:42.109862
520,500,2022-05-27 12:59:42.141869
530,500,2022-05-27 12:59:42.173884
540,500,2022-05-27 12:59:42.205892
550,500,2022-05-27 12:59:42.237898
560,500,2022-05-27 12:59:42.269901
570,500,2022-05-27 12:59:42.301909
580,500,2022-05-27 12:59:42.333941
590,500,2022-05-27 12:59:42.366924
600,500,2022-05-27 12:59:42.397930
610,500,2022-05-27 12:59:42.429995
620,500,2022-05-27 12:59:42.461977
630,500,2022-05-27 12:59:42.493997
640,500,2022-05-27 12:59:42.525999
650,500,2022-05-27 12:59:42.558004
660,500,2022-05-27 12:59:42.590046
670,500,2022-05-27 12:59:42.622055
680,500,2022-05-27 12:59:42.654063
690,500,2022-05-27 12:59:42.686069
700,500,2022-05-27 12:59:42.716817
710,500,2022-05-27 12:59:42.748825
720,500,2022-05-27 12:59:42.780814
730,500,2022-05-27 12:59:42.811823
740,500,2022-05-27 12:59:42.843828
750,500,2022-05-27 12:59:42.875006
760,500,2022-05-27 12:59:42.907002
770,500,2022-05-27 12:59:42.939018
780,500,2022-05-27 12:59:42.971033
790,500,2022-05-27 12:59:43.003033
800,500,2022-05-27 12:59:43.035073
800,490,2022-05-27 12:59:43.068081
800,480,2022-05-27 12:59:43.099098
800,470,2022-05-27 12:59:43.131098
800,460,2022-05-27 12:59:43.163132
800,450,2022-05-27 12:59:43.195128
800,440,2022-05-27 12:59:43.228124
800,430,2022-05-27 12:59:43.259131
800,420,2022-05-27 12:59:43.290448
800,410,2022-05-27 12:59:43.322485
800,400,2022-05-27 12:59:43.354463
800,390,2022-05-27 12:59:43.386482
800,380,2022-05-27 12:59:43.418484
800,370,2022-05-27 12:59:43.450531
800,360,2022-05-27 12:59:43.482537
800,350,2022-05-27 12:59:43.514562
800,340,2022-05-27 12:59:43.546553
800,330,2022-05-27 12:59:43.578593
800,320,2022-05-27 12:59:43.610602
800,310,2022-05-27 12:59:43.642580
800,300,2022-05-27 12:59:43.674596
800,290,2022-05-27 12:59:43.706590
800,280,2022-05-27 12:59:43.738601
800,270,2022-05-27 12:59:43.770615
800,260,2022-05-27 12:59:43.802849
800,250,2022-05-27 12:59:43.833623
800,240,2022-05-27 12:59:43.865624
800,230,2022-05-27 12:59:43.898630
800,220,2022-05-27 12:59:43.929639
800,210,2022-05-27 12:59:43.961671
800,200,2022-05-27 12:59:43.993671
800,190,2022-05-27 12:59:44.025661
800,180,2022-05-27 12:59:44.057673
800,170,2022-05-27 12:59:44.089676
800,160,2022-05-27 12:59:44.121681
800,150,2022-05-27 12:59:44.153704
800,140,2022-05-27 12:59:44.185696
800,130,2022-05-27 12:59:44.217710
800,120,2022-05-27 12:59:44.249731
800,110,2022-05-27 12:59:44.281724
800,100,2022-05-27 12:59:44.313737
800,90,2022-05-27 12:59:44.345739
800,80,2022-05-27 12:59:44.377757
800,70,2022-05-27 12:59:44.409761
