# x, y, dx, dy, 1st best, 2nd best
352,22,0,0,3,62
952,22,0,0,16,57
980,22,0,0,20,53
1050,24,0,0,10,77
182,26,0,0,2,57
246,26,0,0,2,57
420,26,0,0,4,65
722,26,0,0,5,83
292,28,0,0,1,91
700,30,0,0,2,84
776,30,0,0,8,102
1048,30,0,0,5,72
358,32,0,0,5,32
618,32,0,0,2,70
900,32,0,0,6,58
250,34,0,0,3,42
264,36,0,0,3,44
312,36,0,0,4,53
360,36,0,0,1,36
686,36,0,0,1,85
522,38,0,0,4,57
566,38,0,0,3,37
710,38,0,0,0,85
840,38,0,0,4,59
406,40,0,0,3,46
812,40,0,0,0,106
288,44,0,0,3,69
712,44,0,0,4,67
804,44,0,0,3,83
212,46,0,0,1,50
860,40,2,6,20,43
450,48,0,0,4,55
702,48,0,0,3,89
194,50,0,0,2,28
230,50,0,0,3,87
760,50,0,0,4,66
888,50,0,0,1,40
184,52,-2,0,17,37
318,52,0,0,2,70
414,52,0,0,5,63
1016,52,0,0,0,70
562,54,0,0,4,36
606,54,0,0,7,69
1058,54,0,0,4,57
192,56,0,0,3,116
612,56,0,0,3,86
880,56,0,0,3,22
928,58,0,0,4,40
354,60,0,0,4,41
512,60,0,0,5,60
986,60,0,0,6,65
1070,60,0,0,5,80
330,62,0,0,4,57
336,62,0,0,8,76
664,62,0,0,2,81
1012,62,0,0,4,69
158,62,2,2,17,68
916,64,0,0,1,11
938,64,0,0,4,68
670,66,0,0,5,71
682,66,0,0,4,70
724,66,0,0,3,123
896,66,0,0,0,28
912,68,0,0,1,9
704,70,0,0,2,69
760,70,0,0,4,67
1040,70,0,0,3,68
286,72,0,0,7,71
764,72,0,0,4,82
904,72,0,0,0,32
1000,74,0,0,5,83
456,76,0,0,7,58
776,76,0,0,4,39
934,76,0,0,2,64
224,78,0,0,8,65
332,78,0,0,3,69
450,78,0,0,3,43
832,78,0,0,5,88
896,78,0,0,0,23
1070,78,0,0,1,70
166,80,0,0,5,31
594,80,0,0,0,39
856,80,0,0,1,23
932,82,0,0,4,42
166,84,0,0,10,32
198,84,0,0,8,73
600,84,0,0,7,64
996,84,2,0,16,72
310,86,0,0,5,85
390,86,0,0,4,69
502,84,0,2,23,88
542,86,0,0,5,51
234,88,0,0,3,68
364,88,0,0,5,64
854,88,0,0,1,21
1098,88,0,0,5,74
504,92,0,0,3,64
554,92,0,0,4,54
794,94,0,0,6,74
1066,94,0,0,6,19
626,96,0,0,3,65
272,98,0,0,5,83
342,98,0,0,5,50
380,98,0,0,2,59
1064,98,0,0,10,27
566,100,0,0,5,86
638,102,0,-2,14,46
862,100,0,0,6,31
236,102,0,0,6,60
662,102,0,0,7,36
696,102,0,0,5,132
814,102,0,0,5,69
522,104,0,0,2,59
600,104,0,0,7,62
758,104,0,0,8,44
818,104,0,0,7,65
954,104,0,0,3,42
1060,104,0,0,2,37
376,106,0,0,3,58
606,106,0,0,4,93
876,106,0,0,3,20
978,106,0,0,1,28
770,108,0,0,4,43
882,108,0,0,3,18
982,108,0,0,2,40
478,110,0,0,5,64
544,110,0,0,5,88
724,110,0,0,7,113
428,112,0,0,3,76
216,116,0,0,6,73
480,116,0,0,4,65
850,118,0,0,5,59
916,120,0,0,1,57
1016,120,0,0,2,46
900,122,0,0,1,41
314,124,0,0,3,62
614,124,0,0,7,111
722,124,0,0,3,102
1042,124,0,0,5,81
502,128,0,-2,21,93
408,128,0,0,8,57
960,128,0,0,2,29
360,130,0,0,3,46
458,130,0,0,10,78
628,130,0,0,6,65
998,130,0,0,8,46
262,132,0,0,9,97
492,132,0,0,3,70
654,132,0,0,9,99
572,134,0,0,2,77
358,136,0,0,7,71
950,136,0,0,1,70
514,138,0,0,4,60
566,138,0,0,4,79
778,138,0,0,6,94
498,138,0,2,20,92
662,140,0,0,9,52
732,142,0,0,3,100
842,142,0,0,9,67
946,142,0,0,3,70
978,142,0,0,4,51
984,144,0,0,6,69
426,146,0,0,5,60
894,146,0,0,2,40
1062,146,0,0,5,34
598,148,0,0,6,73
218,150,0,0,8,77
326,150,0,0,2,59
898,150,0,0,6,48
192,152,0,0,2,29
1058,152,0,0,4,32
1034,154,0,0,9,43
342,156,0,0,2,65
898,156,0,0,5,56
318,158,0,0,3,70
188,160,0,0,5,29
602,160,0,0,9,74
686,160,0,0,5,82
354,162,0,0,4,76
732,162,0,0,7,92
1050,162,0,0,1,35
182,164,0,0,2,24
546,164,0,0,5,91
648,164,0,0,5,113
740,164,0,0,5,50
762,164,0,0,6,54
314,166,0,0,0,59
350,166,0,0,5,62
400,166,0,0,3,46
426,166,0,0,5,125
476,166,0,0,5,116
482,166,0,0,8,87
662,168,0,-2,15,48
692,166,0,0,1,59
924,166,0,0,5,69
1058,166,0,0,0,78
412,170,0,0,4,45
618,170,0,0,4,62
954,170,0,0,5,39
1004,172,0,0,9,35
700,174,0,0,3,59
978,176,0,0,2,36
212,178,0,0,4,81
244,178,0,0,4,86
496,182,0,0,5,69
734,182,0,0,2,49
966,182,0,0,5,73
1030,182,0,0,7,97
260,184,0,0,4,33
832,184,0,0,4,13
838,186,0,-2,7,19
338,188,0,0,5,85
786,188,0,0,1,22
860,188,0,0,1,43
160,190,0,0,3,26
162,184,2,6,19,28
300,190,0,0,6,56
588,190,-2,0,18,34
452,192,0,0,3,56
884,192,0,0,3,96
208,194,0,0,11,85
266,194,0,0,9,68
620,196,0,-2,20,67
950,194,0,0,7,91
380,196,0,0,1,78
1014,196,0,0,3,49
612,198,0,0,1,56
792,198,0,0,0,20
424,200,0,0,6,71
718,200,0,0,0,26
724,200,0,0,4,14
822,202,0,-2,5,13
1020,200,0,0,2,52
756,202,0,0,4,14
764,202,0,0,4,18
496,204,0,0,5,49
824,206,0,-2,3,9
776,206,0,0,3,13
424,208,0,0,5,76
164,210,0,0,8,45
986,210,0,0,4,71
1052,210,-2,0,8,10
880,212,0,0,5,78
254,214,0,0,2,62
1056,214,0,0,2,20
154,216,0,0,3,39
202,216,0,0,2,109
244,216,0,0,6,48
464,216,0,0,5,51
498,216,0,0,3,49
580,216,0,0,5,41
316,218,0,0,5,90
334,220,0,0,2,60
564,220,0,0,4,24
680,220,0,0,4,31
1058,220,0,0,0,26
852,222,0,0,3,18
532,224,0,0,3,8
322,226,0,0,10,101
592,226,0,0,8,107
614,226,0,0,3,60
926,226,0,0,3,66
932,226,0,0,3,64
1090,226,0,0,6,68
186,228,0,0,3,110
920,228,0,0,2,85
1086,228,0,0,6,89
240,230,0,0,4,80
858,230,0,0,3,18
166,232,0,0,4,41
260,232,0,0,3,59
752,234,4,-2,6,14
310,234,0,0,3,39
544,248,14,-14,20,27
774,232,-4,2,6,9
1030,234,0,0,2,73
372,236,-2,0,13,46
1036,236,0,0,3,46
266,238,0,0,2,80
210,240,0,0,5,79
848,240,2,0,8,15
196,242,0,0,4,76
482,242,0,0,1,39
488,242,0,0,2,19
972,242,0,0,1,46
352,244,0,0,2,58
576,244,0,0,1,28
938,244,0,0,4,84
146,244,0,2,17,27
586,246,-4,0,14,24
878,246,0,0,5,8
994,248,-2,-2,11,43
474,248,0,0,2,16
690,248,0,0,3,30
698,248,0,0,0,29
994,248,2,0,22,48
1088,248,0,0,5,96
234,250,0,0,2,93
406,252,-4,-2,8,17
518,252,0,-2,5,9
544,248,-6,2,12,16
650,250,0,0,0,9
774,232,-22,18,4,7
862,266,4,-16,8,12
406,252,0,0,0,15
1000,252,0,0,2,36
156,254,-2,0,14,34
472,254,0,0,1,11
832,262,-10,-8,10,15
718,256,0,0,0,12
1096,256,0,0,3,53
700,260,0,-2,14,31
256,260,-2,0,22,90
688,262,0,-2,11,27
710,264,4,-4,10,14
740,262,2,-2,7,11
752,260,-2,0,9,14
166,264,-2,-2,21,29
460,260,0,2,3,4
1100,262,0,0,2,63
518,252,2,12,9,13
514,266,0,0,0,8
994,266,0,0,3,53
832,262,-4,6,12,27
872,266,0,2,5,17
1052,268,0,0,3,87
1058,268,0,0,6,35
1064,268,0,0,2,47
164,270,0,0,2,48
288,270,0,0,1,87
438,272,-4,-2,8,13
568,272,0,0,5,29
624,272,0,0,3,13
422,274,0,0,2,10
878,274,0,0,4,15
1018,274,0,0,3,57
318,276,0,0,3,102
354,276,0,0,1,11
460,260,10,16,3,6
598,276,2,0,5,15
898,306,16,-30,15,19
1094,276,0,0,5,53
414,276,0,2,4,9
648,254,-4,24,13,17
958,278,0,0,3,25
404,282,0,-2,13,18
160,282,0,0,3,60
566,282,0,0,2,25
852,284,0,-2,23,31
156,288,0,0,4,30
244,290,2,-2,14,41
324,288,0,0,4,67
362,290,0,0,2,11
582,290,2,0,15,31
898,306,4,-16,4,10
988,290,0,0,3,53
1014,290,0,0,4,107
148,292,0,0,2,32
196,294,-2,-2,11,127
238,292,0,0,2,33
386,294,2,-2,3,4
858,292,0,0,5,24
864,292,0,0,2,24
884,302,0,-6,6,10
578,300,0,0,7,63
898,306,-16,-6,5,7
138,306,0,0,4,59
326,308,0,-2,2,7
460,302,-6,4,12,15
1088,306,2,0,21,60
432,310,-2,-2,11,17
1098,310,-2,0,22,60
326,322,-2,-10,6,8
282,316,0,0,8,55
722,316,0,0,6,17
272,318,0,0,3,41
746,320,2,-2,6,13
180,320,6,0,10,37
306,320,-2,0,9,20
746,320,-4,0,9,12
