# x, y, dx, dy, 1st best, 2nd best
224,22,0,0,18,90
334,22,4,2,12,22
850,22,6,2,7,127
76,30,2,0,8,54
450,24,4,8,15,72
74,34,2,0,4,62
188,34,2,0,12,40
200,34,2,0,7,58
256,34,2,0,15,145
334,22,-4,12,18,32
74,40,2,0,2,52
450,40,-6,0,23,59
640,38,-6,10,3,8
646,42,4,6,6,22
334,22,-22,28,13,23
492,48,-32,4,20,25
690,44,2,8,20,28
168,54,2,0,14,50
62,56,2,0,4,55
492,48,-8,8,5,10
610,48,8,8,1,10
1086,56,6,2,2,71
222,60,2,0,20,86
578,58,4,2,4,7
394,54,-2,8,14,26
52,64,2,0,7,52
124,64,2,0,9,64
284,62,4,2,8,21
292,60,4,4,8,10
482,60,12,4,11,14
1090,58,4,6,6,39
542,62,6,4,1,7
682,62,0,6,19,26
618,66,4,4,10,51
48,72,2,0,4,50
492,48,-26,24,3,13
504,66,-6,6,10,13
536,68,-30,4,3,4
64,74,2,0,4,14
518,66,8,10,7,10
150,78,2,0,7,41
216,78,2,0,17,65
234,78,2,0,7,57
724,78,-4,2,23,58
186,88,2,0,6,77
580,100,22,-12,12,15
802,90,2,2,9,17
120,96,4,0,23,68
616,102,-8,-6,3,4
782,100,4,-4,15,34
802,90,6,6,5,22
108,98,2,0,8,67
260,90,0,8,8,10
252,100,4,2,7,11
426,76,22,26,20,31
144,104,2,0,8,63
582,104,-8,0,5,8
838,108,-4,0,9,26
104,110,2,0,4,80
646,104,2,6,10,23
782,100,6,10,7,17
582,104,-6,10,3,8
48,116,2,0,6,64
54,116,2,0,4,62
172,120,2,0,16,103
1054,116,4,4,7,34
246,106,-6,18,5,12
420,126,-18,-2,20,37
476,154,-26,-30,14,19
144,126,2,0,8,65
66,130,2,0,5,102
522,120,8,10,2,7
362,132,10,0,13,21
480,128,-4,6,5,9
856,136,-20,-2,11,21
70,136,2,0,3,81
826,132,4,4,8,16
420,126,-6,12,13,48
826,132,8,6,8,12
872,132,4,6,6,14
218,138,2,2,6,15
480,128,8,14,9,14
744,136,18,6,19,45
540,154,22,-8,9,12
618,152,8,-2,19,62
426,178,10,-26,11,15
480,128,-18,24,6,13
52,154,2,0,4,47
58,154,2,0,3,35
362,132,28,24,14,23
618,152,14,4,18,70
796,142,0,14,18,38
882,142,4,14,9,23
108,158,2,0,8,89
154,160,2,0,7,59
824,190,-6,-28,16,54
50,164,2,0,2,38
104,164,2,0,3,56
824,190,2,-26,16,40
1030,156,2,8,6,48
304,196,-2,-30,5,255
158,170,2,0,4,66
338,164,22,6,6,10
152,172,2,0,5,59
304,196,24,-24,3,7
1030,156,-4,16,19,47
1094,168,6,6,13,29
78,176,2,0,5,50
282,204,-16,-24,16,255
338,164,-2,16,6,8
618,152,32,30,23,46
74,184,2,0,4,42
304,196,-10,-8,7,14
184,188,6,2,11,20
304,196,-16,-6,11,18
908,188,6,4,2,31
90,194,2,0,3,55
1010,190,4,6,9,22
364,194,12,6,6,8
814,200,-30,0,18,26
824,190,-16,10,15,19
282,204,-4,-2,6,9
178,202,4,2,2,13
110,206,2,0,5,59
426,178,-4,28,9,16
452,196,-18,10,13,17
996,200,4,6,16,67
54,210,2,0,2,42
132,210,2,0,5,72
364,194,0,18,9,255
304,196,-14,22,3,10
446,194,-32,24,14,26
922,204,12,14,6,14
48,224,2,0,2,29
66,224,2,0,4,44
110,226,2,0,7,50
304,196,-12,30,12,21
956,226,2,0,11,15
814,200,-4,28,19,33
50,230,2,0,0,31
280,226,2,4,10,18
156,234,8,-2,3,12
48,234,2,0,1,42
156,234,2,0,3,12
230,226,4,10,8,17
72,244,2,0,5,50
1038,244,-2,0,19,44
218,240,8,8,4,13
148,254,8,-4,7,14
372,246,2,6,7,107
66,254,0,0,15,42
