# x, y, dx, dy, 1st best, 2nd best
84,22,0,0,7,71
756,32,16,-10,20,28
868,22,12,0,16,20
572,24,0,0,7,134
98,26,0,0,6,42
482,26,0,0,7,110
710,26,0,0,0,115
92,28,0,0,9,65
648,28,0,0,2,92
818,30,12,-2,6,27
1072,32,14,-4,16,39
190,30,0,0,9,61
396,30,0,0,2,67
466,30,0,0,2,77
676,30,-2,0,19,65
758,26,8,6,9,23
1016,28,-12,4,14,20
418,34,0,0,5,33
732,34,0,0,9,156
92,34,2,2,14,91
244,36,0,0,2,68
350,36,0,0,2,47
490,36,0,0,6,82
576,36,0,0,4,108
298,38,0,0,1,87
378,38,0,0,7,59
420,38,0,0,2,30
756,32,6,6,8,26
662,40,0,0,5,47
236,42,0,0,4,41
524,42,0,0,5,89
474,44,0,0,8,102
606,46,0,0,0,55
614,48,-2,-2,21,46
690,46,0,0,1,84
212,50,0,0,3,59
326,52,0,0,4,47
394,52,0,0,4,86
630,54,0,0,4,86
906,52,8,2,9,47
194,56,0,0,4,54
176,58,0,0,6,46
398,58,0,0,4,69
516,58,0,0,4,92
906,58,8,2,13,41
288,62,0,0,2,58
296,62,0,0,7,83
98,64,0,0,5,65
154,64,0,0,11,77
1072,32,-12,32,10,14
114,66,0,0,9,53
290,66,0,0,3,55
328,66,0,0,4,62
434,66,0,0,3,75
592,66,0,0,5,50
608,66,0,0,3,56
814,78,20,-10,14,40
284,70,0,0,4,29
620,70,0,0,4,40
82,72,0,0,5,59
96,72,0,0,7,46
220,72,0,0,4,58
434,72,0,0,5,75
550,72,0,0,4,65
356,74,0,0,3,40
168,76,2,0,15,42
470,76,0,0,4,88
552,76,0,0,2,71
98,78,0,0,4,57
308,78,0,0,7,71
208,80,0,0,8,46
352,80,0,0,3,58
638,82,0,-2,18,28
514,82,0,0,5,63
786,82,16,2,7,9
696,86,0,0,10,39
482,90,0,0,9,63
724,82,4,8,11,17
1030,96,4,-4,15,21
1030,96,8,-4,10,14
410,94,0,0,6,91
268,98,0,0,5,73
670,98,0,0,5,36
766,98,12,0,11,15
918,102,12,-4,16,23
352,98,0,2,5,42
636,100,0,0,8,101
1028,106,-2,-6,13,28
292,102,0,0,3,62
576,102,0,0,3,75
312,104,0,0,5,66
354,114,0,-8,23,40
1046,118,12,-12,21,44
248,108,0,0,3,68
576,108,0,0,6,72
912,116,12,-8,10,25
1018,110,12,-2,14,33
162,110,0,0,9,73
222,112,0,0,4,82
70,114,2,0,11,70
354,114,0,0,4,47
1058,120,10,-6,7,19
426,116,0,0,2,68
540,118,0,0,7,50
46,120,0,0,6,60
52,120,0,0,14,54
584,120,0,0,7,86
794,124,12,-4,3,30
802,124,12,-4,4,25
142,122,0,0,5,39
542,122,0,0,6,49
70,124,0,0,11,68
