# x, y, dx, dy, 1st best, 2nd best
782,26,2,0,16,55
1024,28,2,0,6,44
492,30,2,0,6,56
976,30,2,0,9,75
986,30,2,0,9,77
352,32,2,0,9,108
502,34,2,-2,8,51
222,32,6,2,13,33
888,34,2,0,3,64
528,38,2,-2,6,56
558,36,2,0,23,73
662,36,2,0,10,88
674,36,2,0,12,76
732,36,2,0,10,69
1030,36,0,0,14,46
630,38,2,0,14,81
748,40,4,0,21,103
792,40,2,0,11,52
818,40,2,0,5,83
874,42,2,0,6,72
958,42,2,0,10,61
388,44,2,0,10,63
958,42,-2,2,22,46
644,48,2,0,9,47
444,50,2,0,13,51
512,52,2,-2,16,33
214,52,2,0,6,43
258,52,2,0,13,73
312,52,2,0,19,92
322,52,4,0,22,80
332,52,2,0,23,89
788,52,2,0,14,87
852,52,2,0,3,82
1058,52,2,0,10,56
924,56,2,0,4,62
544,58,4,0,19,65
264,64,2,0,9,54
590,64,2,0,19,139
598,64,2,0,10,75
532,68,2,-2,12,57
678,66,2,0,12,98
1034,66,2,0,4,41
644,68,2,0,8,88
532,68,2,2,23,44
1054,70,2,0,5,34
296,74,2,0,8,91
906,74,2,0,8,43
952,74,2,0,3,59
634,76,2,0,13,69
730,76,2,0,5,52
848,76,2,0,9,76
546,78,2,0,12,76
996,78,2,0,7,67
764,80,2,0,13,95
812,80,2,0,4,72
234,82,2,0,5,71
278,82,2,0,15,81
992,82,2,0,5,51
226,84,2,0,9,66
984,84,2,0,3,53
664,86,4,0,16,61
770,86,4,0,19,87
942,84,2,2,23,55
200,90,2,0,7,20
406,90,2,0,16,77
326,94,2,-2,16,60
426,92,2,0,8,63
1080,92,2,0,4,41
892,92,2,2,23,115
196,98,2,0,4,42
270,98,2,0,7,91
384,98,2,0,22,83
492,98,2,0,14,65
588,98,2,0,19,62
642,98,2,0,11,75
270,104,2,0,9,75
684,104,4,0,18,41
690,102,4,2,17,52
196,110,0,-4,23,58
242,106,2,0,7,64
940,108,2,0,4,98
292,110,2,0,17,102
418,110,4,0,19,56
842,112,2,0,4,109
180,112,4,2,20,43
522,114,2,0,14,78
740,114,2,0,13,59
306,116,4,0,20,62
998,116,2,0,2,51
1090,118,0,0,10,31
560,122,2,0,11,75
720,122,2,0,18,58
1036,122,2,0,12,83
382,124,2,0,6,86
188,126,2,0,15,38
334,126,4,0,22,63
904,126,2,0,12,70
928,126,2,0,6,47
1076,126,2,0,8,39
1096,124,2,2,15,31
1022,128,2,0,7,54
232,130,4,0,9,74
382,130,2,0,7,50
454,130,2,0,11,55
580,132,2,-2,16,47
360,132,2,0,7,56
432,132,2,0,11,87
852,132,2,0,10,50
1024,132,2,2,16,45
1020,136,2,0,9,39
564,140,2,-2,16,76
582,138,2,0,9,72
754,138,2,0,9,91
892,138,2,0,7,72
1064,136,2,2,20,93
166,142,2,0,7,36
326,142,2,0,6,48
932,142,2,0,8,55
236,144,2,0,11,114
750,144,2,0,14,88
960,144,2,0,7,78
1042,144,2,0,14,88
182,148,2,0,4,35
632,146,-12,2,15,20
834,148,2,0,4,29
976,148,4,0,21,58
288,150,2,0,11,99
632,146,4,4,9,12
1094,152,2,0,12,36
208,154,2,0,8,73
156,156,2,0,3,48
196,158,4,0,20,91
282,158,2,0,14,69
152,160,2,0,4,70
290,160,2,0,8,33
512,160,2,0,12,50
200,162,2,0,6,66
438,162,4,0,15,41
848,162,2,0,6,68
260,164,4,0,13,68
632,146,-4,20,15,22
848,186,28,-20,22,37
304,168,2,0,4,65
458,172,2,0,3,35
998,172,2,0,3,58
404,174,2,0,6,55
1078,174,2,0,1,52
158,176,2,0,3,21
250,176,2,0,9,58
600,180,2,-4,11,27
376,178,2,0,2,25
936,178,0,0,23,68
520,180,0,0,16,30
1012,180,2,0,2,35
158,182,2,0,2,15
162,182,2,0,2,13
252,182,2,0,7,23
720,184,2,0,5,41
804,184,2,0,1,13
1086,182,2,2,18,51
848,186,4,0,11,16
394,188,4,0,18,54
498,188,0,0,15,26
