# x, y, dx, dy, 1st best, 2nd best
500,22,0,0,3,43
542,22,0,0,3,97
832,22,0,0,5,68
840,22,0,0,4,28
318,24,0,0,7,78
464,26,0,0,6,51
186,28,0,0,7,45
202,28,0,0,4,39
700,28,0,0,4,51
930,28,0,0,16,47
192,30,0,0,4,37
284,30,0,0,4,59
912,30,0,0,10,63
568,32,0,0,6,102
926,32,0,0,21,66
200,34,0,0,4,46
328,34,0,0,5,55
378,34,0,0,3,57
444,34,0,0,3,49
778,34,0,0,5,80
382,38,0,0,0,56
388,38,0,0,8,69
564,38,0,0,5,74
638,38,0,0,0,73
256,40,0,0,3,84
490,42,0,-2,19,46
782,40,0,0,5,86
1034,40,0,0,2,60
418,44,0,-2,12,48
678,42,2,0,12,63
738,42,0,0,14,68
978,42,0,0,9,79
1014,44,0,0,4,59
660,46,0,0,3,78
718,46,0,0,10,109
1024,46,0,0,7,62
216,48,0,0,8,34
326,48,0,0,5,53
538,48,0,0,0,62
752,48,0,0,11,103
822,48,2,0,14,27
1034,50,0,0,6,70
948,52,0,0,4,68
978,52,0,0,9,79
186,54,0,0,6,88
282,54,0,0,3,30
462,54,0,0,8,55
564,56,0,-2,20,54
256,58,0,0,5,84
902,58,0,0,3,37
524,60,0,0,5,50
856,60,0,0,2,18
936,60,0,0,9,56
386,62,0,0,6,66
140,64,0,0,4,84
178,64,0,0,1,54
296,64,0,0,3,55
474,64,0,0,4,42
904,64,0,0,7,44
152,66,0,0,9,91
1002,66,0,0,9,73
164,68,-2,0,15,56
718,68,0,0,8,60
804,70,0,0,3,43
898,70,0,0,6,49
596,74,0,-2,20,54
856,74,0,0,3,22
298,76,0,0,6,38
304,76,0,0,8,58
430,76,0,0,7,53
670,76,0,0,14,53
896,76,0,0,3,53
910,76,0,0,3,45
862,60,28,20,21,37
332,82,0,0,1,63
554,82,0,0,2,45
640,82,0,0,9,54
862,82,0,0,3,35
936,78,-2,4,20,36
210,84,0,0,3,60
1032,84,0,0,1,53
254,86,0,0,7,67
498,88,0,0,7,48
248,90,0,0,7,99
374,90,0,0,9,59
756,90,0,0,4,63
974,90,0,0,14,76
764,92,0,0,11,70
342,94,0,0,4,62
468,94,0,0,9,73
1024,96,2,-2,15,41
270,96,0,0,7,91
780,96,2,0,23,71
362,98,0,0,8,74
412,98,0,0,6,38
588,98,0,0,4,57
684,98,2,0,16,106
732,98,0,0,4,61
894,98,0,0,3,67
234,100,0,0,14,68
738,100,0,0,4,63
946,102,2,-2,13,29
136,102,0,0,7,106
358,102,0,0,6,76
622,102,0,0,6,60
770,102,0,0,9,83
898,102,0,0,3,60
168,104,2,0,23,108
634,106,0,-2,21,101
670,104,0,0,4,114
830,98,2,6,19,56
204,106,0,0,6,77
578,106,0,0,10,77
732,106,0,0,4,78
950,106,0,0,4,44
260,108,0,0,13,60
292,108,2,0,22,64
306,108,0,0,8,62
344,108,0,0,5,73
752,108,0,0,6,78
864,108,0,0,5,57
154,110,0,0,11,108
682,110,0,0,5,102
784,110,0,0,1,81
212,112,0,0,2,57
812,112,2,0,23,54
882,114,0,0,6,65
1046,114,0,0,5,70
508,116,0,0,10,70
862,116,2,0,14,76
1012,116,0,0,6,94
448,118,0,0,10,54
672,120,0,0,7,107
510,124,0,-2,22,62
530,122,0,0,7,104
1038,122,0,0,3,67
1066,124,0,0,9,72
458,126,0,0,6,72
916,126,0,0,3,83
606,130,0,0,8,79
616,130,0,0,11,110
192,132,0,0,7,66
204,132,0,0,4,56
576,132,0,0,11,66
946,132,0,0,3,29
976,132,0,0,6,57
460,134,0,0,4,81
712,134,0,0,6,94
742,134,0,0,2,78
912,134,0,0,6,82
808,138,0,0,5,54
326,140,0,0,7,56
448,140,0,0,8,89
488,140,0,0,12,80
526,140,2,0,23,96
780,140,0,0,11,64
900,140,0,0,9,86
196,142,0,0,6,94
1026,142,0,0,4,25
442,144,0,0,5,69
492,144,0,0,1,88
952,144,0,0,8,41
324,146,2,0,20,82
356,150,0,0,4,62
380,150,0,0,10,90
756,150,0,0,5,40
864,150,0,0,2,27
978,152,0,0,5,80
1018,152,0,0,2,29
284,154,0,0,3,38
392,154,0,0,14,100
248,156,0,0,8,75
292,160,0,0,8,39
308,160,0,0,5,68
702,160,0,0,5,58
890,160,0,0,3,86
506,162,0,0,7,76
564,162,0,0,8,76
544,164,0,0,5,79
308,166,0,0,3,71
626,168,0,-2,14,65
888,166,0,0,8,78
382,168,0,0,10,66
486,168,0,0,12,95
188,170,0,0,4,66
446,170,0,0,16,51
480,170,0,0,7,97
336,172,0,0,6,53
580,172,0,0,5,80
366,174,2,0,15,55
670,174,0,0,7,77
762,174,0,0,2,16
1020,174,0,0,0,29
228,176,0,0,6,70
236,178,0,0,3,56
282,178,0,0,8,48
690,178,0,0,5,80
696,178,0,0,4,57
982,180,0,0,0,62
1020,180,0,0,0,24
670,182,0,0,7,61
848,182,0,0,8,74
158,184,0,0,1,43
724,184,0,0,9,33
1028,184,0,0,6,51
218,186,0,0,5,75
460,186,0,0,15,64
752,186,0,0,5,20
914,186,2,0,14,80
980,186,0,0,2,58
938,188,0,0,6,76
146,192,4,-2,19,35
574,190,0,0,5,56
796,202,10,-12,9,15
900,190,0,0,1,69
594,192,0,0,2,76
362,194,0,0,0,58
782,192,0,2,4,8
212,196,0,0,3,84
