# x, y, dx, dy, 1st best, 2nd best
296,22,0,0,2,25
488,22,0,0,0,81
248,24,0,0,1,39
680,24,0,0,5,98
1074,24,0,0,4,59
482,26,0,0,1,52
294,28,0,0,0,23
730,28,0,0,8,75
1070,28,0,0,2,46
414,30,0,0,7,71
944,30,0,0,5,121
220,32,0,0,2,34
410,34,0,0,5,83
452,34,0,0,3,77
590,34,0,0,2,77
614,34,0,0,4,117
826,34,0,0,2,66
242,36,0,0,3,32
290,36,0,0,0,42
332,36,0,0,7,103
758,36,0,0,4,76
782,36,0,0,8,80
1006,36,0,0,5,102
772,38,0,0,8,88
924,38,0,0,8,84
956,38,0,0,2,54
538,40,0,0,3,70
726,40,0,0,6,75
832,40,0,0,1,45
856,40,0,0,6,82
988,40,0,0,4,48
1072,40,0,0,0,40
1092,40,0,0,3,60
240,42,0,0,2,35
294,42,0,0,0,19
900,42,0,0,2,119
940,42,0,0,4,56
994,42,0,0,4,50
220,44,0,0,1,62
610,44,0,0,7,93
224,46,0,0,6,102
428,46,0,0,4,65
566,46,0,0,8,81
672,46,0,0,11,94
736,46,0,0,6,105
886,46,0,0,6,74
646,48,0,0,4,132
964,50,0,0,8,82
1038,50,0,0,4,76
692,52,0,0,6,83
756,52,0,0,8,84
604,56,0,0,7,85
182,60,0,0,11,39
178,62,0,0,6,40
276,64,0,0,1,65
292,66,0,0,4,36
476,66,0,0,7,94
576,68,0,-2,15,70
874,66,0,0,3,68
880,66,0,0,5,39
1020,66,0,0,3,42
1076,66,0,0,3,43
496,68,0,0,6,75
984,68,0,0,3,70
268,70,0,0,1,38
600,70,0,0,10,98
942,70,0,0,3,88
996,70,0,0,1,42
1044,70,0,0,2,23
158,72,0,0,1,67
164,72,0,0,3,76
178,72,0,0,8,116
514,74,0,-2,18,63
672,72,0,0,3,62
1048,72,0,0,1,22
1064,72,0,0,1,45
720,74,0,0,2,92
268,76,0,0,3,36
700,76,0,0,3,39
160,78,0,0,5,69
324,78,0,0,5,45
822,78,0,0,1,71
348,78,0,2,18,50
660,80,0,0,5,88
200,82,0,0,1,69
800,82,0,0,4,84
832,84,0,0,9,94
214,88,0,0,3,47
706,88,0,0,3,65
974,88,0,0,4,84
392,90,0,0,5,84
846,92,0,0,11,85
758,94,0,0,4,53
906,94,0,0,4,44
374,96,0,0,10,105
210,98,0,0,1,41
668,98,0,0,4,78
892,98,0,0,3,80
1012,98,0,0,10,65
244,100,0,0,8,52
830,100,0,0,5,81
836,100,0,0,7,93
786,102,0,0,6,84
238,106,0,-2,11,63
382,104,0,0,5,79
536,104,0,0,10,132
1086,104,0,0,5,135
844,106,0,0,6,81
948,106,0,0,2,57
618,108,0,0,9,87
198,110,0,0,2,35
480,110,0,0,1,61
786,110,0,0,7,118
928,110,0,0,3,61
386,112,0,0,7,87
472,112,0,0,10,85
962,112,0,0,9,62
380,114,0,0,2,67
416,114,0,0,4,64
536,114,0,0,13,97
146,116,0,0,9,70
268,116,0,0,7,55
702,116,0,0,3,37
184,118,0,0,1,25
708,118,0,0,2,38
744,118,0,0,2,53
1008,118,0,0,3,52
270,120,0,0,3,59
576,120,0,0,6,91
154,122,0,0,11,131
652,122,0,0,7,78
422,126,0,0,3,67
980,126,0,0,5,87
300,128,0,0,2,68
734,128,0,0,7,54
740,128,2,0,17,60
876,128,0,0,2,108
1038,128,0,0,2,39
284,130,0,0,5,51
710,130,0,0,5,76
818,130,0,0,5,61
848,130,0,0,2,93
1050,130,0,0,7,55
254,132,0,0,2,104
610,132,0,0,6,100
672,130,0,2,19,88
928,132,0,0,7,53
942,132,0,0,4,90
414,134,0,0,5,41
756,134,0,0,3,85
1016,134,0,0,3,110
1044,134,0,0,2,79
200,136,0,0,3,50
340,136,0,0,5,67
318,138,0,0,8,52
356,138,0,0,5,87
582,138,0,0,8,135
1076,138,0,0,1,50
344,140,0,0,5,95
466,140,0,0,10,65
924,140,0,0,7,61
196,142,0,0,5,44
158,144,2,0,14,28
164,144,0,0,3,37
274,148,0,0,6,72
942,148,0,0,3,54
