,x_data,y_data
0,450.0,0.0
1,450.0,0.0
2,450.0,0.0
3,449.9800298339445,4.239428103219768
4,449.9201211082561,8.478479930514197
5,449.8202791402112,12.716779239354802
6,449.6805127914128,16.95394985400385
7,449.5008344670039,21.18961569890232
8,449.2812601145668,25.423400832048976
9,449.02180922270696,29.654929478367592
10,448.7225048193241,33.883826063059324
11,448.3833734695677,38.10971524493741
12,448.0044452734792,42.33222194974097
13,447.58575386332114,46.55097140342528
14,447.127336400591,50.76558916542528
15,446.6292335727237,54.97570116188957
16,446.0914895894802,59.180933718881775
17,445.5141521790232,63.3809135955465
18,444.8972725836815,67.5752680172368
19,444.2409055554015,71.76362470860022
20,443.5451093508879,75.94561192662066
21,442.80994572643294,80.12085849361284
22,442.03547993243495,84.28899383016669
23,441.2217807076075,88.44964798803862
24,440.3689202728777,92.6024516829867
25,439.4769743249768,96.747036327547
26,438.54602202972114,100.88303406374804
27,437.576146014986,105.0100777957605
28,436.5674323633716,109.12780122247926
29,435.519970604563,113.23583887003502
30,434.43385370738366,117.3338261242323
31,433.3091780715436,121.42139926291124
32,432.1460435190839,125.49819548823037
33,430.9445532855162,129.56385295886696
34,429.7048140106605,133.61801082213304
35,428.42693572917983,137.66030924600304
36,427.1110318608142,141.69038945105137
37,425.75721920031344,145.70789374229605
38,424.3656179070717,149.7124655409469
39,422.93635149446186,153.70374941605365
40,421.4695468188732,157.68139111605294
41,419.96533406845214,161.64503760021026
42,418.4238467515472,165.5943370699546
43,416.8452216848592,169.52893900010284
44,415.229598981298,173.4484941699709
45,413.5771220375466,177.35265469436948
46,411.8879375213338,181.2410740544808
47,410.1621953584164,185.11340712861465
48,408.4000487192725,188.96931022283985
49,406.6016540055064,192.8084411014893
50,404.76717083596736,196.63045901753577
51,402.89676203258216,200.4350247428349
52,400.9905936059037,204.22180059823435
53,399.0488347403765,207.9904504835445
54,397.0716577793202,211.74063990736968
55,395.059238209634,215.4720360167965
56,393.0117546462198,219.18430762693643
57,390.92938881613,222.8771252503205
58,388.8123255424374,226.55016112614368
59,386.6607527278316,230.20308924935537
60,384.47486133794087,233.83558539959472
61,382.2548453843832,237.44732716996688
62,380.0009019075464,241.03799399565904
63,377.7132309590992,244.60726718239223
64,375.392035584236,248.1548299347077
65,373.037521803655,251.68036738408415
66,370.6498985952726,255.1835666168849
67,368.2293778756752,258.66411670213023
68,365.7761744813103,262.121708719095
69,363.2905061494186,265.55603578472704
70,360.7725934987085,268.9667930808851
71,358.22266000977413,272.3536778813933
72,355.6409320052612,275.7163895789099
73,353.0276386297781,279.05462971160824
74,350.38301182955905,282.3681019896672
75,347.7072863318767,285.6565123215684
76,345.0006996242088,288.9195688401989
77,342.2634919331599,292.15698192875664
78,339.49590620313927,295.3684642464548
79,336.69818807479857,298.55373075402616
80,333.8705858632294,301.7124987390214
81,331.0133505359237,304.8444878409018
82,328.12673569049895,307.94942007592323
83,325.21099753218994,311.02701986180875
84,322.26639485110854,314.0770140422082
85,319.29318899927483,317.09913191094256
86,316.2916438674203,320.0931052360312
87,313.26202586156586,323.0586682834987
88,310.2046038793767,325.9955578409605
89,307.1196492862957,328.90351324098486
90,304.00743589145867,331.78227638422857
91,300.8682399233912,334.6315917623449
92,297.7023400054922,337.4512064806619
93,294.51001713130444,340.24087028062746
94,291.29155463957386,343.00033556202266
95,288.0472381891024,345.7293574049368
96,284.7773557333934,348.4276935915059
97,281.48219749509406,351.0951046274113
98,278.1620559402364,353.7313537631359
99,274.8172257522789,356.3362070149776
100,271.4480038059517,358.9094331858164
101,268.0546891409072,361.4508038856348
102,264.6375829351778,363.9600935517889
103,261.19698847844523,366.43707946902833
104,257.73321114512106,368.8815417892639
105,254.24655836724324,371.29326355108026
106,250.73733960718937,373.6720306989928
107,247.20586633020983,376.017632102446
108,243.6524519767837,378.3298595745532
109,240.07741193479853,380.6085078905739
110,236.48106351155775,382.8533748061294
111,232.8637259056179,385.06426107515256
112,229.22572017845752,387.2409704675727
113,225.5673692259809,389.3833097867319
114,221.88899774985927,391.49108888653257
115,218.1909322287113,393.5641206883142
116,214.47350088912583,395.6022211974576
117,210.7370336765305,397.6052095197155
118,206.981862225906,399.5729078772685
119,203.2083198323521,401.5051416245034
120,199.41674142150544,403.4017392635144
121,195.60746351981228,405.2625324593248
122,191.78082422466065,407.0873560548274
123,187.9371631743711,408.8760480854434
124,184.07682151805236,410.62844979349774
125,180.20014188532167,412.3444056423101
126,176.3074683558947,414.0237633299992
127,172.39914642904606,415.6663738030012
128,168.47552299294404,417.2720912692988
129,164.5369462938623,418.84077321136095
130,160.58376590527052,420.3722803987928
131,156.61633269680794,421.8664769006928
132,152.63499880314114,423.3232300977175
133,148.64011759271003,424.74241069385255
134,144.6320436363641,426.1238927278883
135,140.61113267589215,427.4675535845997
136,136.57774159244786,428.7732740056294
137,132.5322283748743,430.04093810007225
138,128.47495208793032,431.2704333547618
139,124.40627284042122,432.46165064425617
140,120.32655175323669,433.614484240524
141,116.23615092729943,434.7288318223281
142,112.13543341142577,435.80459448430753
143,108.02476317010355,436.84167674575536
144,103.90450505118751,437.8399865590941
145,99.77502475351692,438.7994353180449
146,95.63668879445736,439.719937865492
147,91.48986447737016,440.60141250104095
148,87.33491985901185,441.4437809882703
149,83.17222371686675,442.2469685616754
150,79.00214551641578,443.010903933304
151,74.82505537834389,443.735519299084
152,70.64132404568974,444.4207503448415
153,66.45132285093973,445.0665362520082
154,62.25542368306999,445.672819703021
155,58.0539989545389,446.23954688640765
156,53.84742156823312,446.7666675015639
157,49.63606488437013,447.25413476321785
158,45.420302687360106,447.7019054055819
159,41.20050915263028,448.1099396861936
160,36.97705881341447,448.47820138944246
161,32.75032652751091,448.8066578297847
162,28.52068744401133,449.0952798546441
163,24.28851697000378,449.3440418469993
164,20.05419073725342,449.5529217276581
165,15.81808456886248,449.7219009572164
166,11.580574445913678,449.850964537704
167,7.34203647409953,449.9401010139161
168,3.1028468503406144,449.9893024744292
169,-1.1366181706042833,449.9985645523041
170,-5.375982309533143,449.9678864254733
171,-9.614869296197858,449.8972708168133
172,-13.852902902700588,449.786723993904
173,-18.089706976886355,449.6362557684716
174,-22.324905475728908,449.44587949551806
175,-26.55812249870692,449.2156120721359
176,-30.788982321167506,448.945473936008
177,-35.01710942767417,448.63548906359415
178,-39.242128545336165,448.2856849680026
179,-43.46366467711629,447.8960926965485
180,-47.68134313511428,447.4667468279978
181,-51.89478957382269,446.9976854694984
182,-56.10363002335243,446.488950253198
183,-60.30749092262493,445.9405863325489
184,-64.50599915252793,445.35264237830006
185,-68.69878206903262,444.72517057417787
186,-72.8854675362674,444.05822661225375
187,-77.06568395954783,443.351869688002
188,-81.23906031835783,442.60616249504506
189,-85.40522619928005,441.8211712195895
190,-89.56381182887249,440.9969655345514
191,-93.71444810648812,440.13361859337255
192,-97.85676663703497,439.23120702352753
193,-101.9903997636734,438.28981091972247
194,-106.11498060044808,437.3095138367864
195,-110.2301430648514,436.2904027822551
196,-114.33552191031548,435.23256820864833
197,-118.43075275863032,434.13610400544223
198,-122.51547213228446,433.0011074907355
199,-126.58931748672592,431.8276794026118
200,-130.6519272425405,430.6159238901993
201,-134.70294081754398,429.3659485044258
202,-138.74199865878617,428.07786418847377
203,-142.76874227446356,426.7517852679328
204,-146.78281426573764,425.38782944065287
205,-150.7838583584562,423.9861177662979
206,-154.77151943477529,422.54677465560064
207,-158.74544356467766,421.06992785932096
208,-162.7052780373865,419.5557084569065
209,-166.65067139267094,418.00425084485926
210,-170.58127345203997,416.4156927248064
211,-174.49673534982327,414.7901750912788
212,-178.39670956413516,413.1278422191969
213,-182.2808499477193,411.4288416510649
214,-186.1488117586715,409.6933241838762
215,-190.00025169103776,407.9214438557285
216,-193.8348279052847,406.11335793215255
217,-197.6522000586401,404.26922689215326
218,-201.4520293353004,402.3892144139667
219,-205.23397847650276,400.4734873605323
220,-208.9977118104589,398.5222157646828
221,-212.7428952821481,396.5355728140528
222,-216.46919648296665,394.5137348357073
223,-220.1762846802312,392.4568812804915
224,-223.8638308465333,390.36519470710334
225,-227.53150768894295,388.2388607658905
226,-231.17898967805752,386.0780681823724
227,-234.80595307689475,383.88300874049
228,-238.4120759696264,381.6538772655835
229,-241.9970382901503,379.3908716071006
230,-245.5605218504983,377.0941926210359
231,-249.10221036907737,374.7640441521037
232,-252.62178949874152,372.4006330156456
233,-256.11894685469235,370.0041689792742
234,-259.5933720422047,367.5748647442552
235,-263.0447566841768,365.1129359266284
236,-266.47279444849994,362.6186010380707
237,-269.8771810752479,360.0920814665019
238,-273.257614403682,357.53360145643467
239,-276.61379439906915,354.9433880890719
240,-279.94542317931246,352.3216712621517
241,-283.2522050413897,349.6686836695424
242,-286.5338464875992,346.9846607805897
243,-289.7900562516093,344.2698408192171
244,-293.02054532431026,341.52446474278213
245,-296.2250269794655,338.74877622068976
246,-299.4032167991605,335.94302161276534
247,-302.5548326990465,333.1074499473886
248,-305.67959495337755,330.2423128993907
249,-308.7772262198375,327.3478647677166
250,-311.8474515641564,324.4243624528545
251,-314.88999848451215,321.4720654340342
252,-317.90459693571705,318.4912357461964
253,-320.890979353186,315.48213795673627
254,-323.8488806766844,312.4450391420204
255,-326.7780383738539,309.38020886368287
256,-329.67819246351416,306.28791914469974
257,-332.54908553873724,303.1684444452451
258,-335.39046278969454,300.0220616383311
259,-338.2020720262727,296.8490499852339
260,-340.9836637004567,293.6496911107073
261,-343.7349909284795,290.4242689779869
262,-346.45580951273377,287.1730698635865
263,-349.14587796344654,283.896382331889
264,-351.8049575201126,280.59449720953506
265,-354.4328121726862,277.2677075596099
266,-357.0292086825283,273.91630865563235
267,-359.593916603108,270.5405979553475
268,-362.1267083004562,267.1408750743253
269,-364.62735897336944,263.7174417593679
270,-367.0956466733624,260.2706018617275
271,-369.5313523243673,256.80066131013814
272,-371.9342597421785,253.3079280836621
273,-374.3041556536396,249.79271218435488
274,-376.6408297155734,246.25532560975097
275,-378.9440745334508,242.6960823251717
276,-381.2136856797985,239.1152982358589
277,-383.4494617123436,235.51329115893648
278,-385.6512041918918,231.890380795202
279,-387.8187176999414,228.24688870075133
280,-389.95180985602696,224.58313825843865
281,-392.05029133479513,220.8994546491735
282,-394.1139758828076,217.19616482305983
283,-396.1426803350726,213.47359747037683
284,-398.1362246313024,209.73208299240517
285,-400.0944318318941,205.9719534721023
286,-402.0171281336344,202.1935426446279
287,-403.9041428851261,198.39718586772256
288,-405.7553086019337,194.58322009194305
289,-407.5704609814495,190.75198383075525
290,-409.3494389174761,186.90381713048973
291,-411.09208451452525,183.03906154015976
292,-412.79824310183307,179.15806008114714
293,-414.4677632470869,175.2611572167568
294,-416.1004967698666,171.3486988216434
295,-417.69629875479626,167.4210321511129
296,-419.2550275644065,163.47850581030136
297,-420.7765448517055,159.52146972323413
298,-422.2607155724581,155.55027510176785
299,-423.70740799717214,151.56527441441824
300,-425.1164937227901,147.5668213550762
301,-426.4878476840856,143.55527081161537
302,-427.8213481647638,139.53097883439344
303,-429.11687680826464,135.4943026046506
304,-430.3743186282674,131.4456004028074
305,-431.5935620188969,127.3852315766651
306,-432.7744987646287,123.31355650951124
307,-433.9170240498942,119.23093658813347
308,-435.021036468384,115.13773417074408
309,-436.0864380320476,111.03431255481854
310,-437.113134179791,106.92103594485044
311,-438.1010337858696,102.79826942002616
312,-439.050049167976,98.66637890182176
313,-439.96009609502215,94.52573112152513
314,-440.831093794616,90.37669358768618
315,-441.6629649602298,86.21963455349841
316,-442.45563575806233,82.05492298411387
317,-443.20903583359154,77.8829285238953
318,-443.92309831781904,73.7040214636078
319,-444.59775983320543,69.51857270755328
320,-445.2329604992952,65.32695374065027
321,-445.82864393803146,61.129536595462376
322,-446.3847572787601,56.92669381917823
323,-446.90125116292216,52.718798440544745
324,-447.3780797484348,48.506223936759696
325,-447.81520071376025,44.28934420032247
326,-448.2125752616616,40.06853350584895
327,-448.57016812264686,35.844166476852266
328,-448.8879475580992,31.61661805249264
329,-449.1658853630936,27.38626345429916
330,-449.4039568689007,23.15347815286647
331,-449.602140945176,18.91863783452945
332,-449.76042000183554,14.682118368018662
333,-449.8787799906168,10.444295771099627
334,-449.95721040632594,6.205546177198901
335,-449.99570428776985,1.9662458020198472
336,-449.99425821837445,-2.27322908984886
337,-449.95287232648735,-6.512502218329094
338,-449.8715502853671,-10.7511973212505
339,-449.7502993128564,-14.988938187746127
340,-449.5891301707424,-19.225348691643514
341,-449.3880571638006,-23.46005282484825
342,-449.147098138526,-27.69267473071707
343,-448.8662744815485,-31.922838737417475
344,-448.5456111177351,-36.15016939127101
345,-448.18513650797735,-40.37429149007709
346,-447.7848826466656,-44.59483011641461
347,-447.3448850588492,-48.81141067091817
