x_data,y_data,time
0,0,2022-05-27 12:56:32.448091
10,10,2022-05-27 12:56:32.475091
20,20,2022-05-27 12:56:32.505104
30,30,2022-05-27 12:56:32.537292
40,40,2022-05-27 12:56:32.569295
50,50,2022-05-27 12:56:32.601307
60,60,2022-05-27 12:56:32.632485
70,70,2022-05-27 12:56:32.664500
80,80,2022-05-27 12:56:32.695495
90,90,2022-05-27 12:56:32.728506
100,100,2022-05-27 12:56:32.759972
110,110,2022-05-27 12:56:32.791983
120,120,2022-05-27 12:56:32.823426
130,130,2022-05-27 12:56:32.855436
140,140,2022-05-27 12:56:32.885961
150,150,2022-05-27 12:56:32.918996
160,160,2022-05-27 12:56:32.950977
170,170,2022-05-27 12:56:32.983006
180,180,2022-05-27 12:56:33.014987
190,190,2022-05-27 12:56:33.047003
200,200,2022-05-27 12:56:33.078015
210,210,2022-05-27 12:56:33.110513
220,220,2022-05-27 12:56:33.142529
230,230,2022-05-27 12:56:33.174513
240,240,2022-05-27 12:56:33.206530
250,250,2022-05-27 12:56:33.238536
260,260,2022-05-27 12:56:33.270554
270,270,2022-05-27 12:56:33.302588
280,280,2022-05-27 12:56:33.334591
290,290,2022-05-27 12:56:33.366641
300,300,2022-05-27 12:56:33.398643
310,310,2022-05-27 12:56:33.429650
320,320,2022-05-27 12:56:33.461684
330,330,2022-05-27 12:56:33.493201
340,340,2022-05-27 12:56:33.524503
350,350,2022-05-27 12:56:33.556498
360,360,2022-05-27 12:56:33.588509
370,370,2022-05-27 12:56:33.620524
380,380,2022-05-27 12:56:33.651680
390,390,2022-05-27 12:56:33.683693
400,400,2022-05-27 12:56:33.715695
410,410,2022-05-27 12:56:33.747708
420,420,2022-05-27 12:56:33.779709
430,430,2022-05-27 12:56:33.811717
440,440,2022-05-27 12:56:33.843737
450,450,2022-05-27 12:56:33.875721
460,460,2022-05-27 12:56:33.907728
470,470,2022-05-27 12:56:33.939737
480,480,2022-05-27 12:56:33.971753
490,490,2022-05-27 12:56:34.003760
500,500,2022-05-27 12:56:34.035796
510,500,2022-05-27 12:56:34.067803
520,500,2022-05-27 12:56:34.098798
530,500,2022-05-27 12:56:34.131811
540,500,2022-05-27 12:56:34.163142
550,500,2022-05-27 12:56:34.194413
560,500,2022-05-27 12:56:34.226426
570,500,2022-05-27 12:56:34.258417
580,500,2022-05-27 12:56:34.290436
590,500,2022-05-27 12:56:34.322455
