# x, y, dx, dy, 1st best, 2nd best
650,24,2,-2,9,16
872,24,0,0,21,174
248,26,0,0,7,34
260,26,0,0,5,62
810,22,-2,4,7,44
320,32,-10,-2,20,25
988,32,-2,-2,17,62
454,32,-2,0,8,20
622,32,0,0,13,57
300,34,0,0,1,31
320,32,2,2,23,30
488,36,-6,-2,7,20
708,44,-20,-8,15,20
836,36,-2,0,6,17
800,40,-2,-2,7,30
1008,38,-2,0,21,70
450,40,0,0,2,14
548,42,0,0,16,77
700,42,0,0,11,16
448,46,-2,0,9,23
322,44,8,4,13,41
448,52,0,-2,6,15
550,50,0,0,12,68
300,54,2,0,7,16
414,58,0,-2,6,25
798,58,0,-2,15,20
930,56,-6,0,11,16
220,58,0,0,10,77
258,56,0,2,21,36
826,64,0,-4,7,13
930,56,-2,4,10,21
1074,64,-2,0,18,89
460,68,0,-2,15,52
738,66,0,0,6,23
224,68,0,0,13,78
598,76,-4,-6,10,17
956,76,-4,-4,9,18
824,74,0,0,9,14
250,78,0,0,4,86
402,78,0,0,4,21
406,78,0,0,6,27
674,78,10,2,19,34
822,84,0,-2,9,13
794,88,0,-2,10,56
432,88,0,0,0,9
1028,88,-2,0,14,69
1084,88,0,0,17,88
538,92,-2,0,5,31
576,98,0,-2,5,45
204,98,0,0,13,80
474,102,-2,-4,21,46
706,100,0,-2,4,12
528,100,-2,0,16,34
814,102,0,-2,6,11
294,102,-4,0,7,16
214,104,0,0,10,59
286,86,-6,20,11,15
396,104,0,2,9,25
506,110,2,-4,17,25
702,104,24,2,17,31
480,100,0,8,22,41
294,102,-8,8,9,18
424,110,0,0,6,11
1052,110,-2,0,15,73
1096,110,-2,0,18,58
506,110,-2,4,13,18
740,114,0,0,3,34
740,114,4,0,8,27
988,114,-2,0,6,66
422,118,0,-2,6,9
998,116,0,0,13,69
972,122,0,-2,13,24
630,132,-16,-10,12,16
390,126,0,0,4,26
926,152,24,-26,15,20
630,132,-18,-4,11,15
778,122,-2,6,15,21
1088,132,0,-2,15,49
630,132,-10,0,14,18
932,142,8,-8,13,20
414,140,-2,-2,10,19
1008,138,-2,0,5,50
420,142,0,-2,3,23
802,144,0,-2,5,11
970,144,-2,0,3,27
324,150,0,-2,17,50
768,152,-2,0,6,11
686,164,-8,-10,21,46
966,154,-2,0,4,30
1042,154,-2,0,8,66
268,160,-8,-4,23,31
320,154,-2,2,11,18
344,162,-4,-6,23,61
882,150,-6,8,15,25
926,152,-2,6,15,35
268,160,2,0,7,15
1024,160,-2,0,5,48
278,164,-4,-2,8,16
616,168,0,-4,13,27
1096,164,-2,0,12,51
344,162,0,4,22,52
408,166,0,0,6,17
584,170,0,-2,5,17
952,192,4,-24,21,58
482,174,2,-4,17,30
220,170,0,2,22,62
686,164,16,10,16,26
1026,174,0,0,16,40
642,174,0,2,13,61
926,152,-8,24,18,30
1008,176,-2,0,21,71
1084,180,0,0,13,31
478,188,-2,-6,23,41
584,170,-4,12,6,26
758,182,0,0,1,3
816,184,-2,-2,6,61
384,184,0,0,8,36
1080,186,0,-2,9,29
774,186,-2,0,8,42
192,192,0,-4,14,49
756,188,0,0,3,9
960,188,-2,0,5,20
548,188,-6,2,23,41
400,192,-2,0,3,11
302,180,-4,14,17,40
870,194,0,0,7,22
958,196,-2,-2,14,24
378,196,0,0,7,18
796,196,-2,0,11,39
1048,196,-2,0,13,75
326,200,-4,-2,12,23
808,200,-4,-2,7,23
192,192,-2,8,21,44
748,226,8,-26,23,41
808,200,0,0,1,31
1096,200,-2,0,11,48
394,204,2,-2,5,7
672,202,2,2,23,33
874,202,-4,2,16,24
352,204,-2,2,7,27
610,206,2,0,8,15
202,208,0,0,2,57
392,210,2,-2,5,7
610,206,-4,2,12,17
420,218,8,-8,14,21
988,212,-2,0,12,34
1052,214,0,-2,15,90
570,218,0,-2,0,3
1000,216,-2,0,8,30
196,218,0,0,1,48
1096,218,0,0,15,55
1074,220,-2,0,13,39
190,222,0,2,14,62
564,238,4,-14,7,11
1038,228,-2,-2,12,95
346,226,-12,2,15,21
568,224,-2,4,1,2
854,234,-8,-6,12,22
858,228,-2,0,1,11
392,228,0,2,5,16
998,230,0,0,20,103
192,232,0,0,6,49
742,234,-2,-2,7,16
362,234,0,0,4,8
748,226,-4,8,14,18
982,238,0,0,16,54
418,240,0,0,8,23
872,242,-2,-2,7,20
878,240,-2,0,4,19
984,244,0,0,21,76
420,248,0,-2,11,28
544,264,-20,-18,17,29
946,248,-2,0,9,22
1098,248,-2,0,2,81
610,252,0,-2,8,26
176,252,0,0,10,64
386,266,20,-14,13,17
734,254,0,0,6,15
540,256,6,0,14,24
608,256,0,0,8,22
624,262,-2,-2,10,52
782,260,2,0,4,10
544,264,0,-2,3,22
648,264,0,0,13,33
732,262,-2,2,6,13
386,266,0,0,5,20
544,264,-4,2,20,27
1052,266,0,0,15,59
1058,270,-2,0,16,38
742,274,0,-2,9,48
586,278,-2,-2,2,5
1060,276,-2,0,8,38
476,284,-20,-6,23,48
580,280,-4,-2,3,8
898,278,-2,0,20,79
362,280,-2,0,10,18
1016,280,0,0,11,42
476,284,2,-2,14,53
738,284,0,-2,12,41
940,284,0,-2,9,18
316,284,4,0,20,42
494,286,-4,-2,20,31
256,280,-8,6,22,36
354,286,0,0,6,21
940,284,0,4,16,27
342,290,-2,0,2,30
1034,294,-2,-2,14,37
340,294,-4,0,13,17
628,296,-2,-2,7,13
1008,294,-2,0,16,52
310,298,10,-2,20,25
938,296,0,0,8,21
1014,298,-2,-2,17,49
300,298,-2,0,8,19
1078,300,0,-2,10,43
936,302,0,-2,8,17
1084,300,0,0,6,43
256,306,4,-2,21,36
1038,304,0,0,11,43
256,306,-2,2,12,19
756,324,0,-16,8,21
978,308,2,0,19,155
