# x, y, dx, dy, 1st best, 2nd best
822,24,-2,-2,17,73
178,26,0,-2,16,80
902,26,0,-2,17,40
788,28,-2,0,22,87
764,30,0,0,18,64
1062,30,-2,0,10,21
476,32,-2,0,11,71
818,32,-2,0,9,69
872,34,0,-2,11,54
952,32,0,0,13,68
408,34,-2,0,14,47
810,34,-2,0,15,71
890,34,-2,0,14,43
934,36,-2,-2,20,70
942,34,0,0,18,73
320,38,0,-2,20,58
490,36,0,0,19,72
608,38,0,0,17,84
258,40,0,0,21,69
340,42,0,-2,15,81
972,42,-2,-2,19,68
222,44,0,0,19,76
716,48,-2,0,18,58
806,52,-2,-2,15,78
226,54,0,0,14,63
632,58,-2,-2,10,75
184,58,0,0,20,33
1012,58,0,0,17,62
320,62,0,-2,12,60
458,66,0,-4,15,40
634,62,-2,0,23,71
834,62,0,0,15,143
146,64,-2,0,17,49
410,66,-2,-2,23,98
444,66,-2,-2,15,64
262,66,-2,0,20,56
314,68,0,-2,21,44
484,66,0,0,19,65
930,68,-2,-2,19,66
618,68,-2,0,11,39
172,72,0,-2,11,39
214,70,0,0,5,55
224,72,0,0,12,54
230,72,0,0,5,48
642,72,0,0,11,67
142,76,0,-2,17,45
1042,74,-2,0,19,50
262,76,-2,0,11,38
690,78,-2,0,20,68
1060,76,-2,2,22,42
428,80,-2,0,17,62
826,84,0,-2,22,53
974,82,0,0,20,44
732,86,0,-2,17,70
856,86,-2,-2,13,80
726,90,0,-2,16,55
896,92,-2,-2,15,85
92,92,0,0,20,97
112,94,0,0,16,49
1058,94,0,0,12,53
502,96,0,0,16,59
166,98,0,0,9,34
894,98,0,0,20,82
110,100,0,0,12,49
634,102,-2,-2,12,108
230,102,0,0,12,71
562,106,-2,-2,22,100
196,106,0,0,8,52
238,106,-2,0,14,46
540,108,-2,-2,5,100
680,108,-2,-2,20,82
268,110,-2,-2,19,67
322,110,-2,-2,19,117
744,110,-4,-2,22,105
832,112,-2,-2,21,82
1056,108,0,2,11,27
368,116,-2,-2,13,67
504,114,0,0,15,72
590,116,-2,-2,17,52
670,116,-2,-2,19,79
594,118,-2,-2,18,41
824,120,0,-2,16,56
1052,118,0,0,12,43
146,120,0,0,13,47
220,120,0,0,12,119
428,122,-2,-2,15,115
980,122,0,-2,22,50
1062,124,0,0,3,26
96,126,0,0,18,53
1004,128,0,-2,19,35
956,130,0,-2,23,92
182,130,0,0,11,70
282,130,-2,0,23,83
660,132,-2,-2,17,90
1066,132,-2,-2,11,22
248,134,-2,-2,15,56
908,132,-2,0,22,102
1060,132,0,0,10,45
700,140,0,0,20,80
434,148,-2,0,6,32
92,152,0,0,13,38
108,152,0,0,10,26
344,158,-2,-2,11,89
132,158,-2,0,23,76
478,164,-2,-2,14,64
634,166,-2,-4,21,38
134,164,0,0,17,97
842,166,-2,-2,17,93
94,166,0,2,19,40
984,168,0,0,12,42
128,170,-2,0,23,40
862,172,-2,-2,22,81
830,174,-2,0,11,63
304,180,-2,-2,21,64
436,180,-2,-2,13,60
892,180,-2,-2,16,118
1068,178,0,0,22,78
266,184,-2,-2,18,51
958,184,-2,-2,17,51
1046,182,0,0,22,99
660,184,-2,0,6,23
696,184,-2,0,5,25
582,210,-26,-24,16,23
806,188,-2,0,16,45
720,192,0,-2,12,34
798,192,-2,-2,13,48
1064,192,0,-2,18,71
696,184,-20,8,17,25
190,194,0,0,20,75
662,194,-2,0,3,19
752,196,0,0,9,29
212,198,0,0,17,69
496,200,-2,-2,18,67
722,200,0,-2,23,52
100,200,0,0,7,41
272,200,0,0,21,51
986,204,0,0,14,55
98,206,0,0,3,38
1050,206,0,0,22,83
696,184,-6,24,15,20
1066,208,0,0,23,50
