# x, y, dx, dy, 1st best, 2nd best
232,22,-2,0,22,67
548,22,-24,0,10,18
638,52,14,-30,8,255
898,26,-2,-4,23,32
1064,22,0,0,12,20
514,22,-4,2,12,46
728,44,12,-20,17,22
412,26,0,0,4,33
548,22,0,6,13,24
728,44,12,-16,12,17
156,30,0,0,5,21
198,30,0,0,1,43
564,46,-8,-16,22,28
152,32,-2,0,14,30
162,32,0,0,4,56
190,32,0,0,5,44
482,40,0,-6,8,47
1060,34,-2,0,3,24
564,46,0,-10,23,30
1062,38,0,-2,8,23
752,32,-4,6,16,28
482,40,4,0,14,37
544,40,-4,0,6,28
604,40,-2,0,0,15
482,40,-6,2,20,62
752,32,-2,10,16,24
874,42,0,0,6,29
664,60,-14,-16,11,16
938,74,18,-30,20,39
194,46,0,0,1,61
780,50,0,-2,6,35
938,74,22,-26,22,41
206,50,0,0,2,43
400,52,0,0,2,37
176,54,0,0,6,103
644,82,0,-28,4,6
792,56,4,0,4,31
856,60,4,-4,14,35
396,58,0,0,3,28
856,60,0,0,0,39
610,62,-4,0,5,13
1050,52,-2,10,13,22
142,64,0,0,8,100
166,64,0,0,4,53
1004,68,2,-4,17,29
126,66,0,0,2,30
876,66,0,0,3,27
960,64,-14,2,22,35
1064,66,-2,0,2,40
152,68,0,0,6,30
218,68,0,0,1,24
144,70,0,0,3,31
168,70,0,0,3,94
644,82,-6,-12,2,4
576,64,0,8,22,31
1068,72,-2,0,14,44
264,82,-8,-8,11,19
1038,94,12,-20,14,21
990,70,-6,6,21,29
216,80,-2,0,13,32
264,82,-10,-2,11,25
418,78,-2,2,5,9
1038,94,12,-14,13,20
856,106,8,-24,14,24
178,84,0,0,2,55
464,80,-2,4,9,20
610,62,-28,24,14,20
868,92,0,-6,15,21
824,92,-2,0,6,16
962,100,14,-8,17,24
1022,90,-18,6,18,42
158,98,0,0,10,91
290,114,14,-16,19,31
418,120,4,-22,19,29
938,74,10,24,20,29
126,100,0,0,9,60
192,100,0,0,8,99
256,104,-6,-2,11,16
256,104,-2,-2,6,19
822,106,-2,-4,5,14
936,82,-8,22,23,29
198,106,0,0,13,87
144,110,0,0,14,93
410,112,0,0,3,5
188,114,0,0,2,55
418,120,0,-6,10,24
606,146,6,-32,12,20
646,146,-2,-32,8,14
270,136,10,-20,11,28
850,116,-2,0,3,12
610,126,0,-8,6,9
1052,140,0,-22,7,12
290,114,-2,6,12,16
294,122,0,-2,8,20
796,122,0,-2,6,16
384,138,0,-16,14,18
886,124,-2,-2,22,88
1038,94,-14,28,14,18
1050,122,0,0,6,10
342,126,-4,2,8,16
194,130,0,0,7,59
270,136,4,-6,8,25
294,122,-6,8,18,30
320,138,8,-8,23,29
668,112,-4,18,21,28
182,132,0,0,5,52
844,132,0,0,9,15
410,112,32,22,14,18
348,140,4,-4,4,24
810,142,0,-2,6,17
1052,140,0,0,15,26
384,144,-2,-2,3,5
718,146,-22,-4,16,20
718,146,0,-4,9,14
320,138,-2,6,10,22
948,148,-4,-4,11,29
954,140,0,4,21,33
156,146,0,0,5,35
180,148,0,0,5,37
838,148,-2,0,1,9
1002,154,10,-6,18,29
718,146,16,4,16,21
800,138,-22,12,8,10
872,150,-4,0,11,28
160,156,0,0,0,34
898,156,-4,0,9,48
402,148,-4,10,3,5
606,146,-4,12,16,36
800,138,-4,22,8,11
1020,158,-4,2,8,26
156,162,0,0,2,67
1052,140,-10,22,14,20
560,156,0,8,12,22
828,182,-2,-18,17,22
690,156,10,10,17,43
156,162,2,6,17,60
596,178,2,-10,12,15
800,138,-10,30,7,11
394,170,0,0,3,6
340,192,12,-20,3,5
762,186,-2,-14,19,59
914,142,20,30,15,21
168,176,0,0,9,49
174,176,0,0,6,28
340,192,10,-14,2,4
