# x, y, dx, dy, 1st best, 2nd best
210,28,2,0,18,80
234,30,0,0,4,22
346,26,4,4,7,21
794,50,20,-20,19,28
182,32,0,0,8,93
198,32,0,0,8,92
648,24,2,8,2,30
1064,50,2,-18,9,12
490,30,4,4,14,20
932,34,2,0,8,44
336,36,-4,0,22,41
374,30,2,6,4,15
648,24,-4,12,18,38
964,30,-2,6,14,35
200,40,0,0,8,80
954,34,-6,8,15,21
336,36,2,8,17,28
830,70,0,-26,19,26
682,46,10,0,18,137
964,40,0,6,8,24
190,50,2,0,10,53
682,46,2,4,16,119
176,54,0,0,5,46
842,44,2,10,12,43
900,56,6,-2,21,35
650,54,-2,2,8,28
1078,30,-8,26,13,18
788,48,0,10,9,28
264,58,6,2,19,40
794,50,0,10,4,36
432,66,2,-4,18,24
902,62,0,0,14,42
1010,54,-8,8,17,29
886,68,4,-4,18,34
1010,54,12,10,11,29
662,52,-2,14,7,26
882,68,0,0,11,36
886,68,2,0,7,25
404,64,4,6,1,16
226,72,2,0,7,71
682,46,-8,26,20,37
830,70,-4,4,14,27
1010,54,12,20,12,18
162,76,0,0,16,70
248,88,12,-12,20,39
1082,76,0,0,12,87
652,94,12,-16,12,15
248,88,10,-6,18,51
1010,54,22,28,20,32
1082,84,0,0,13,74
404,86,6,0,9,29
180,90,0,0,5,100
1054,90,0,2,20,66
676,86,0,8,3,145
676,86,-12,14,16,125
248,88,-6,14,15,48
456,102,4,2,6,12
856,106,2,0,9,26
830,96,0,12,12,15
454,108,4,2,5,8
414,122,8,-10,20,25
236,98,-4,16,21,41
642,144,16,-28,5,10
902,104,2,12,13,20
872,116,2,2,10,18
608,114,0,6,5,9
968,116,0,6,6,24
1064,122,0,0,13,48
408,100,-10,24,7,24
872,116,-2,8,12,18
968,116,4,8,5,21
414,122,0,4,17,26
608,114,-8,12,11,19
1052,124,0,2,21,41
638,126,2,6,2,3
1082,132,0,0,22,52
450,132,4,6,3,22
868,136,4,2,17,38
182,140,2,2,21,50
868,136,0,6,17,30
962,134,2,8,9,29
454,138,0,6,10,23
1046,144,0,0,20,36
962,134,-16,12,19,29
632,138,0,10,3,5
204,148,2,4,15,31
1018,148,0,4,21,43
428,150,4,4,6,28
588,124,18,30,18,56
534,150,2,6,19,93
842,154,2,2,6,47
160,160,0,0,14,47
580,154,-10,6,20,28
924,154,0,6,6,51
366,156,4,6,10,36
420,156,0,6,4,9
412,158,2,6,3,11
406,160,2,6,2,8
878,158,0,8,9,34
192,164,2,4,13,27
368,162,2,6,12,58
866,162,-2,6,8,27
878,158,-6,10,19,24
790,168,-2,2,16,30
944,166,-2,6,14,29
1096,172,0,2,18,72
160,174,-2,2,16,33
940,170,-2,6,7,22
714,158,-6,20,11,18
790,168,-2,12,7,9
962,176,0,6,8,71
592,180,0,4,10,30
648,180,-2,6,5,12
722,178,2,8,10,15
922,186,0,0,21,32
