# x, y, dx, dy, 1st best, 2nd best
498,30,2,-2,11,69
790,50,-12,-14,18,28
490,40,2,0,7,49
790,50,-24,-2,19,35
374,46,-24,14,10,18
518,102,-24,-32,20,91
742,108,4,-32,14,19
374,46,-28,32,21,33
738,112,-4,-30,22,34
738,112,2,-30,20,26
704,156,-10,-32,13,25
1030,100,-14,26,17,23
704,164,-14,-30,10,21
1038,144,-20,-4,21,39
700,160,-30,-16,19,25
1056,164,-4,-10,8,11
1018,136,-24,24,18,35
1024,174,-20,-12,12,45
452,204,-32,-32,23,132
670,204,-26,-22,10,13
646,230,-32,-10,18,31
1088,232,2,-2,15,19
870,254,-20,-12,15,24
1098,254,2,0,2,24
1082,292,2,0,6,45
1096,304,2,0,13,74
364,348,-20,-26,14,37
954,290,-8,32,12,35
22,338,0,0,1,44
1068,340,2,-2,22,67
1064,346,2,0,21,50
1096,352,2,0,5,43
358,392,-30,-20,8,10
540,372,10,0,16,22
740,408,30,-30,16,106
1044,380,2,-2,18,70
740,408,22,-28,21,87
1008,402,2,-20,18,35
1082,384,2,0,11,47
1008,402,2,-14,17,38
212,426,-24,-28,18,23
1098,402,2,-2,15,41
1070,414,2,0,5,35
1074,416,2,-2,13,35
410,404,-8,14,14,19
1092,420,2,0,6,55
1008,448,0,-18,8,12
1026,434,2,-2,12,41
1008,448,22,-8,22,31
1070,448,2,0,5,35
302,444,-30,8,16,20
288,454,-32,0,13,17
1060,456,2,-2,6,30
1060,456,-2,2,22,29
1094,468,0,0,22,61
1052,472,0,0,12,29
888,494,-24,-20,17,22
1006,474,2,2,14,18
1004,480,0,0,10,36
1008,486,0,0,12,31
1050,484,2,2,8,15
1050,496,0,-6,14,23
872,474,-18,20,18,30
888,494,-26,2,16,21
888,494,18,2,23,36
1050,496,10,0,22,29
1012,504,2,0,4,14
286,534,-6,-26,19,255
788,542,-32,-32,21,45
888,494,28,22,14,27
980,518,2,-2,6,24
1012,504,2,12,10,16
910,494,-18,26,23,44
910,494,28,28,7,33
910,494,32,28,14,30
1012,524,2,-2,3,10
910,494,16,30,18,28
442,534,-6,-8,16,23
1046,528,0,-2,11,24
788,542,-26,-10,18,36
1046,532,2,0,1,14
1068,534,2,0,18,66
432,522,18,20,17,22
662,524,-30,26,20,27
844,522,-18,30,23,36
1008,552,0,0,17,64
1064,554,0,0,6,64
1016,556,2,0,3,17
302,546,-14,12,6,11
442,534,28,30,12,18
1042,574,2,0,2,20
1096,574,0,0,6,22
1040,582,2,0,5,15
1098,586,0,0,2,13
1018,588,2,0,5,8
480,558,-22,32,13,20
726,578,-30,16,21,33
1098,586,2,16,11,15
632,596,-28,12,15,39
1018,612,2,-2,4,27
116,626,-16,-14,9,12
1034,626,2,0,6,23
606,650,8,-22,15,25
624,638,-28,-8,18,30
676,608,-18,24,17,24
588,662,20,-26,23,56
1020,638,2,0,5,18
664,624,18,20,20,40
1060,644,0,0,11,60
572,672,-18,-22,19,38
1044,656,4,-4,4,6
1044,656,0,0,4,12
620,660,-30,2,20,61
250,644,20,22,7,11
1018,688,2,0,6,44
1056,706,2,-16,9,173
1020,692,2,0,9,53
1034,696,0,-4,18,72
1034,696,0,0,14,70
1056,706,2,-8,7,103
670,692,-30,12,12,19
638,720,-24,-14,17,29
788,714,-20,6,15,28
1040,704,2,20,14,36
76,706,-16,22,18,82
1016,728,2,0,6,32
1062,728,0,0,15,50
1080,728,4,0,3,42
770,756,-2,-26,16,25
76,706,-12,32,15,87
788,714,-4,28,15,23
1012,750,2,0,7,22
1012,750,2,6,20,25
