# x, y, dx, dy, 1st best, 2nd best
138,22,0,0,10,101
596,22,0,0,3,95
780,22,2,0,18,37
962,22,0,0,6,55
228,24,0,0,5,52
732,24,0,0,4,92
530,26,0,0,3,106
202,28,0,0,4,46
506,28,0,0,2,119
610,28,0,0,0,88
616,28,0,0,4,88
668,28,0,0,3,78
100,30,0,0,11,97
318,30,0,0,7,75
322,30,0,0,5,64
850,30,0,0,10,111
980,30,0,0,3,55
188,32,0,0,2,48
776,34,0,-2,20,50
260,34,0,0,7,32
326,34,0,0,5,62
406,34,0,0,3,30
648,34,0,0,9,77
706,34,0,0,5,88
732,34,0,0,7,134
142,36,0,0,4,60
148,36,0,0,7,64
380,36,0,0,7,77
410,36,0,0,3,26
558,36,0,0,3,52
264,38,0,0,8,33
640,38,0,0,5,70
740,38,0,0,7,85
780,38,-2,0,19,47
102,40,0,0,5,93
324,40,0,0,7,64
456,40,0,0,8,86
318,42,0,0,1,66
512,42,0,0,6,115
890,42,0,0,2,13
896,42,0,0,5,12
210,46,0,0,13,58
228,46,0,0,2,56
538,46,0,0,5,54
636,46,0,0,3,80
852,46,0,0,3,116
896,42,4,4,22,29
314,48,0,0,6,67
484,50,0,0,6,89
528,50,0,0,3,77
692,50,0,0,7,80
908,50,0,0,4,36
986,52,0,0,5,50
806,54,0,0,5,44
960,54,0,0,0,52
116,60,0,0,2,89
554,60,0,0,6,70
216,62,0,0,5,55
762,62,0,0,3,90
172,64,0,0,7,68
364,64,0,0,6,72
986,64,0,0,0,55
856,66,2,0,22,56
896,66,0,0,5,33
162,68,0,0,4,69
214,68,0,0,4,60
540,66,0,2,14,24
956,68,0,0,4,40
376,70,0,0,12,61
756,70,0,0,8,107
132,74,0,0,1,86
796,74,0,0,2,62
380,76,0,0,4,55
552,76,0,0,3,65
622,78,0,-2,18,44
986,76,0,0,4,38
254,78,0,0,6,54
648,78,0,0,2,42
806,78,0,0,5,40
946,78,0,0,4,59
158,80,0,0,4,36
166,80,0,0,1,33
276,80,0,0,6,60
706,80,0,0,14,36
462,82,0,0,4,111
802,82,0,0,3,40
924,82,0,0,6,75
410,84,0,0,5,74
586,84,0,0,4,48
708,86,0,0,9,47
888,86,0,0,2,44
84,88,0,0,3,64
614,88,0,0,2,61
704,88,0,0,4,88
100,90,0,0,1,51
110,90,0,0,6,50
432,90,0,0,4,86
606,94,0,0,5,47
760,94,0,0,1,80
928,94,0,0,5,49
292,96,0,0,6,60
398,98,0,0,1,67
680,100,0,-2,22,67
928,98,0,0,1,50
960,98,0,0,9,83
156,100,0,0,7,85
590,100,0,0,5,99
660,100,0,0,8,83
906,102,0,0,5,52
956,102,0,0,4,53
256,104,0,0,6,54
300,104,0,0,14,71
324,104,0,0,9,70
362,104,0,0,6,64
368,104,2,2,23,72
448,106,0,0,8,40
762,106,0,0,2,81
110,108,0,0,5,53
680,108,0,0,3,64
732,108,0,0,3,87
862,108,0,0,6,89
872,108,0,0,1,73
972,108,0,0,4,62
246,110,0,0,4,42
450,110,0,0,7,39
580,110,0,0,5,74
630,110,0,0,5,52
814,110,0,0,3,72
208,112,0,0,2,134
804,112,2,0,23,105
264,114,0,0,2,68
564,116,0,0,6,121
788,116,0,0,5,75
142,118,0,0,2,95
444,118,0,0,3,73
504,120,0,0,3,137
742,124,0,0,1,71
972,124,0,0,1,68
90,126,0,0,5,53
304,126,0,0,10,81
624,126,0,0,10,66
450,128,0,0,7,85
872,128,0,0,2,86
106,130,0,0,3,39
134,130,0,0,3,77
188,130,0,0,6,59
382,132,0,-2,20,54
894,130,0,0,2,66
972,132,0,-2,22,53
92,132,0,0,2,62
700,132,0,0,6,102
864,132,0,0,3,65
984,132,0,0,3,66
168,134,0,0,3,105
542,134,0,0,13,105
214,136,0,0,3,73
288,136,0,0,13,83
610,136,0,0,7,100
458,138,0,0,4,70
668,140,0,0,10,111
760,140,0,0,7,82
604,142,0,0,2,67
628,142,0,0,8,73
294,146,0,0,7,81
402,146,0,0,8,58
942,146,0,0,6,116
724,148,0,0,6,72
230,150,0,0,3,38
604,150,0,0,9,72
662,150,0,0,6,93
570,152,0,0,9,126
820,154,0,0,2,71
1010,154,0,0,5,42
414,156,0,0,4,85
806,156,0,0,8,73
420,158,0,0,5,49
894,158,0,0,5,34
916,158,0,0,3,79
424,160,0,0,5,68
